,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
18,6890933,http://jyotsacademy.co/netzero_com/10d8a4e9322b4b49b9047f8b92931c19/,http://www.phishtank.com/phish_detail.php?phish_id=6890933,2020-12-15T07:14:43+00:00,yes,2020-12-15T09:36:21+00:00,yes,Other
19,6298666,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjkpcrmsYzVAhXNb1AKHfpSD0gQFggoMAA&url=https%3A%2F%2Fwww.airbnb.com%2Flogin&usg=AFQjCNGlhXvjMilGJPcS296bPLIIDTjQzw,http://www.phishtank.com/phish_detail.php?phish_id=6298666,2019-11-28T14:04:11+00:00,yes,2019-12-04T20:15:31+00:00,yes,Other
20,4497580,http://jenis9q.dx.am/home.php,http://www.phishtank.com/phish_detail.php?phish_id=4497580,2016-09-29T03:57:13+00:00,yes,2016-10-05T20:27:49+00:00,yes,Other
21,6882878,http://hectorsantana.mx/upstate/projectofcAGNkNO3YcqRVJPackageDrive-139333download1117899508222909file5445250578715138575_foldersn/,http://www.phishtank.com/phish_detail.php?phish_id=6882878,2020-12-10T02:17:08+00:00,yes,2020-12-10T02:58:15+00:00,yes,Other
22,7064481,https://messagerie-prod5.yolasite.com/,http://www.phishtank.com/phish_detail.php?phish_id=7064481,2021-04-09T17:37:28+00:00,yes,2021-04-09T17:41:25+00:00,yes,Other
23,6935036,https://weaveessentialgoodness.cloud/viewer/it/119/5/852146719/u/1588632/0,http://www.phishtank.com/phish_detail.php?phish_id=6935036,2021-01-24T22:09:20+00:00,yes,2021-02-06T14:18:33+00:00,yes,Facebook
24,6163014,https://www.agri72.fr/V4/ajax/.check/becc1dd370c40fc36d97ac749acceaa3/secureaccount.php?country.x=GB&amp;locale.x=en_GB&amp;customer.x=ID-PA$1$57rBQkXx$VHibD4L3Vr3TfNFFfDRQ/1&amp;safety=PZV8T4dNEIdf8Cc99SpbcKo3egb9XFjenD513b402UOa2eiWAcaBaM1ruG7xm6k4y0w9f1dcQhfs111YHlaJ7t0vRzL6q1/css/PayPalSansBig-Light.woff,http://www.phishtank.com/phish_detail.php?phish_id=6163014,2019-08-16T21:00:09+00:00,yes,2019-08-16T21:04:44+00:00,yes,PayPal
25,7018818,http://trsdcbqbsctgogxloyclfqstti-dot-gle39404049.rj.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=7018818,2021-03-13T14:16:04+00:00,yes,2021-03-13T14:40:04+00:00,yes,Other
26,6396090,https://eliotecae-my.sharepoint.com/personal/subind_eliotec_ae/_layouts/15/WopiFrame.aspx?guestaccesstoken=R0CwyxEzu0u4QskHqLg4IUppG/8kb5p BD26C7pm5mg=&amp;docid=1_10a004d72e6c74e5da1a88324055cba4f&amp;wdFormId={0457694D-EA64-4327-9A31-BCE69CAE1542}&amp;action=formsubmit&amp;cid=c90d1e34-23da-45a1-b4ba-84881dbfeb13,http://www.phishtank.com/phish_detail.php?phish_id=6396090,2020-02-11T00:00:28+00:00,yes,2020-02-12T05:41:39+00:00,yes,Other
27,7043545,http://www.mee-ralbead.com/Chase/456d7bd3bfea7eae661bab20f677ccd6/,http://www.phishtank.com/phish_detail.php?phish_id=7043545,2021-03-25T02:12:57+00:00,yes,2021-03-25T02:22:25+00:00,yes,Other
28,6613457,https://s.id/eelog,http://www.phishtank.com/phish_detail.php?phish_id=6613457,2020-06-05T11:10:57+00:00,yes,2020-06-05T11:13:24+00:00,yes,Other
29,7067338,https://identifiez-vous438.yolasite.com/,http://www.phishtank.com/phish_detail.php?phish_id=7067338,2021-04-12T14:37:34+00:00,yes,2021-04-12T14:40:46+00:00,yes,Other
30,6646610,https://assessoria-finan.webnode.pt/,http://www.phishtank.com/phish_detail.php?phish_id=6646610,2020-06-24T13:38:05+00:00,yes,2020-06-27T03:22:14+00:00,yes,Other
31,7067193,https://reset-hs-mobile-payee.com/hsbc/,http://www.phishtank.com/phish_detail.php?phish_id=7067193,2021-04-12T13:19:29+00:00,yes,2021-04-12T13:21:34+00:00,yes,HSBC Group
32,7060718,https://webmail.pbrand.ne.jp.iranthaitour.com/,http://www.phishtank.com/phish_detail.php?phish_id=7060718,2021-04-07T02:23:31+00:00,yes,2021-04-11T09:34:27+00:00,yes,Other
33,6445754,http://joki.hop.ru,http://www.phishtank.com/phish_detail.php?phish_id=6445754,2020-03-12T05:42:23+00:00,yes,2020-03-12T05:43:48+00:00,yes,Other
34,6508204,https://betasus30.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6508204,2020-04-15T23:59:56+00:00,yes,2020-04-16T00:05:04+00:00,yes,Other
35,7064965,https://mediabymary.com/uNet/0ff313/p0rt,http://www.phishtank.com/phish_detail.php?phish_id=7064965,2021-04-10T02:05:50+00:00,yes,2021-04-10T02:12:16+00:00,yes,Other
36,7056551,https://rblxapionline.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7056551,2021-04-03T14:16:00+00:00,yes,2021-04-03T14:21:13+00:00,yes,Other
37,6914301,http://confirm-newpayments.com/,http://www.phishtank.com/phish_detail.php?phish_id=6914301,2021-01-07T14:01:16+00:00,yes,2021-01-07T14:05:41+00:00,yes,Other
38,6156037,http://p.wpage.cc/,http://www.phishtank.com/phish_detail.php?phish_id=6156037,2019-08-10T23:04:28+00:00,yes,2019-08-16T20:48:22+00:00,yes,Other
39,7062081,https://main.d340w0rs0ab6uq.amplifyapp.com/index.html#rowezuly@pplsi.com,http://www.phishtank.com/phish_detail.php?phish_id=7062081,2021-04-08T06:22:04+00:00,yes,2021-04-12T23:48:15+00:00,yes,Other
40,7056005,https://plcsupportsystem.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=7056005,2021-04-03T02:08:28+00:00,yes,2021-04-03T04:09:57+00:00,yes,Other
41,7058314,https://docs.google.com/document/d/e/2PACX-1vSZCWXk6nIFTHKG32wJXfJGQ9yc-jJuJkBSumqeeaU8Uw7XKcutyp0TbGux2mVWU8IqfrxxLunaJoB8/pub,http://www.phishtank.com/phish_detail.php?phish_id=7058314,2021-04-05T07:12:58+00:00,yes,2021-04-12T22:38:56+00:00,yes,Other
42,7064728,https://www.amazon-check-co-jp.j5g.top/,http://www.phishtank.com/phish_detail.php?phish_id=7064728,2021-04-09T21:43:02+00:00,yes,2021-04-09T21:47:41+00:00,yes,Other
43,6749880,https://telegra.ph/WRTYT5433YHUYR-08-30,http://www.phishtank.com/phish_detail.php?phish_id=6749880,2020-08-31T03:23:24+00:00,yes,2020-10-13T02:26:15+00:00,yes,Facebook
44,6385748,http://www.bancomercantil-org.haxsecurity.org,http://www.phishtank.com/phish_detail.php?phish_id=6385748,2020-02-04T15:36:52+00:00,yes,2020-02-18T09:52:11+00:00,yes,Other
45,7018200,https://lqxgjrnsfgkapwlksxwwxpoesl-dot-gle39404049.rj.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=7018200,2021-03-13T02:13:36+00:00,yes,2021-03-13T02:47:33+00:00,yes,Other
46,6974265,https://spidertvapp.com//#bnewman39@prepaidlegal.com,http://www.phishtank.com/phish_detail.php?phish_id=6974265,2021-02-18T12:53:42+00:00,yes,2021-02-18T12:58:47+00:00,yes,Other
47,5740920,https://smsverificationmms.myfreesites.net/,http://www.phishtank.com/phish_detail.php?phish_id=5740920,2018-08-06T10:12:37+00:00,yes,2018-08-10T02:58:32+00:00,yes,Other
48,6709288,https://www.e-receipts.co/signin?t=eyJhbGciOiJIUzI1NiJ9.eyJ0cmFja2luZ190b2tlbiI6IjMwODQzYmEyLTM4OGMtNGYzNS1iNWYwLWQzOGQwNjA0YzIwNyIsImNlbGwiOiJodHRwczovL3FnYmZ3b3c2MGYuZXhlY3V0ZS1hcGkudXMtd2VzdC0yLmFtYXpvbmF3cy5jb20vcHJvZC9hcGkvcGhpc2hpbmdjYW1wYWlnbiIsImNhbXBhaWduX3Rva2VuIjoiMzFlMzM0MWUtZTY1YS00OGJkLTliNDMtYmY5YmNiNmQ4ZWI2IiwidGVzdF90b2tlbiI6ZmFsc2UsImV4dGVybmFsX3RyYWluaW5nIjpmYWxzZSwiaWF0IjoxNTk2MDU1NTIzLCJpc3MiOiJodHRwczovL2FwcC5waGlzaHRocmVhdC5jb20iLCJleHAiOjE2MDM4MzE1MjN9.oA6_4iQvW0aC38Jt7FY0TM1SYOdz0EG8SwKYxYc8cFI,http://www.phishtank.com/phish_detail.php?phish_id=6709288,2020-07-30T17:30:05+00:00,yes,2020-07-30T18:49:13+00:00,yes,PayPal
49,7017465,https://ulster.ulsterban.com/,http://www.phishtank.com/phish_detail.php?phish_id=7017465,2021-03-12T14:07:05+00:00,yes,2021-03-12T19:58:14+00:00,yes,Other
50,7018148,https://shrkfhnqtwyrxgvikvsjrgsxzk-dot-gle39404049.rj.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=7018148,2021-03-13T02:11:10+00:00,yes,2021-03-13T02:37:58+00:00,yes,Other
51,6259658,https://app.box.com/s/if8xiaou5slu0ul71eoswkk6l13byalw,http://www.phishtank.com/phish_detail.php?phish_id=6259658,2019-11-01T14:21:28+00:00,yes,2019-11-20T05:47:39+00:00,yes,Hotmail
52,7058037,https://www.natwest-authp.com/html/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=7058037,2021-04-05T02:06:53+00:00,yes,2021-04-05T05:12:40+00:00,yes,Other
53,7053333,http://hmsarnzjrtroorgybkxphrlyos-dot-gle39404049.rj.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=7053333,2021-04-01T02:08:02+00:00,yes,2021-04-01T02:15:59+00:00,yes,Other
54,6892519,http://netflix-com.com/,http://www.phishtank.com/phish_detail.php?phish_id=6892519,2020-12-16T14:01:26+00:00,yes,2021-01-06T08:23:39+00:00,yes,Other
55,7027754,"https://services.runescape.com-oc.ru/m=weblogin/loginform197,735,446,14259994,2167",http://www.phishtank.com/phish_detail.php?phish_id=7027754,2021-03-17T14:01:52+00:00,yes,2021-03-17T14:04:19+00:00,yes,Other
56,6229781,https://drive.google.com/file/d/1FDGS5g6FQQKUDcL2mEyM63Ua3yU0O-tB/view?usp=drive_web,http://www.phishtank.com/phish_detail.php?phish_id=6229781,2019-10-07T15:01:05+00:00,yes,2019-10-18T23:12:25+00:00,yes,Other
57,6560132,https://betasusss.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6560132,2020-05-11T15:58:51+00:00,yes,2020-05-11T15:59:30+00:00,yes,Other
58,6829305,http://t-online-de.net/,http://www.phishtank.com/phish_detail.php?phish_id=6829305,2020-10-30T14:03:25+00:00,yes,2020-10-30T14:07:48+00:00,yes,Other
59,7060788,https://www.servlices.runescape.com-mv.ru/,http://www.phishtank.com/phish_detail.php?phish_id=7060788,2021-04-07T05:21:25+00:00,yes,2021-04-07T05:25:10+00:00,yes,Other
60,7018717,http://u1316796.cp.regruhosting.ru/insta.php?id=871752392,http://www.phishtank.com/phish_detail.php?phish_id=7018717,2021-03-13T14:10:16+00:00,yes,2021-03-13T14:28:54+00:00,yes,Other
61,6467589,http://doapositioning.com/wp-includes/access/chaseviewfunds/login.php?cmd=login_submit&amp;id=b3034845db9f4ee41909134a05a6b795b3034845db9f4ee41909134a05a6b795&amp;session=b3034845db9f4ee41909134a05a6b795b3034845db9f4ee41909134a05a6b795,http://www.phishtank.com/phish_detail.php?phish_id=6467589,2020-03-25T03:03:04+00:00,yes,2020-03-25T03:07:59+00:00,yes,Other
62,7066242,https://orange634.yolasite.com/,http://www.phishtank.com/phish_detail.php?phish_id=7066242,2021-04-11T13:32:03+00:00,yes,2021-04-11T16:45:29+00:00,yes,Other
63,7018203,https://abfqjfcarleiboruzvsyfiraxh-dot-gle39404049.rj.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=7018203,2021-03-13T02:13:44+00:00,yes,2021-03-13T02:47:33+00:00,yes,Other
64,7027926,http://mail.ingegneriaingonlin.com/,http://www.phishtank.com/phish_detail.php?phish_id=7027926,2021-03-17T14:11:39+00:00,yes,2021-03-17T14:16:35+00:00,yes,Other
65,6904809,http://myownrecords.rocks/edmound/ulewasroughand/tediousManynat/excel/eamil/,http://www.phishtank.com/phish_detail.php?phish_id=6904809,2020-12-29T02:03:47+00:00,yes,2020-12-29T02:09:50+00:00,yes,Other
66,6293973,http://sanjilkumar.com/countchinabest/upload/en.php,http://www.phishtank.com/phish_detail.php?phish_id=6293973,2019-11-25T14:03:43+00:00,yes,2019-11-27T02:02:59+00:00,yes,Other
67,7061832,https://appeconsulthip.biz/,http://www.phishtank.com/phish_detail.php?phish_id=7061832,2021-04-07T22:27:41+00:00,yes,2021-04-12T23:33:38+00:00,yes,Itau
68,7065089,https://zealtech.dev/cmbb.rsn/acpsi.php,http://www.phishtank.com/phish_detail.php?phish_id=7065089,2021-04-10T04:00:33+00:00,yes,2021-04-10T12:53:08+00:00,yes,ABSA Bank
69,7064450,https://novospontossempreli.ddns.net/pontosatualizadonovos/,http://www.phishtank.com/phish_detail.php?phish_id=7064450,2021-04-09T17:01:36+00:00,yes,2021-04-12T09:03:22+00:00,yes,Other
70,6872378,http://fedner.net/file/hanmail/login.php?cmd=login_submit&amp;id=a875617fa6db89d3460b1f8dd9db33d0a875617fa6db89d3460b1f8dd9db33d0&amp;session=a875617fa6db89d3460b1f8dd9db33d0a875617fa6db89d3460b1f8dd9db33d0,http://www.phishtank.com/phish_detail.php?phish_id=6872378,2020-12-02T14:09:25+00:00,yes,2020-12-02T14:20:10+00:00,yes,Other
71,6931650,https://www.dukhovnist.in.ua/includes/ourtime,http://www.phishtank.com/phish_detail.php?phish_id=6931650,2021-01-22T14:04:52+00:00,yes,2021-01-22T15:05:00+00:00,yes,Other
72,6971341,https://gremio.net/noticias/,http://www.phishtank.com/phish_detail.php?phish_id=6971341,2021-02-16T15:00:26+00:00,yes,2021-02-21T21:14:17+00:00,yes,Other
73,6951563,http://fulgurant-mistakes.000webhostapp.com/Comcast_Xfinity%20(1)/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6951563,2021-02-04T14:01:57+00:00,yes,2021-02-04T14:05:14+00:00,yes,Other
74,6865649,https://betterbacktogether.com/wp-content/BQP/postale_oth/,http://www.phishtank.com/phish_detail.php?phish_id=6865649,2020-11-27T14:12:00+00:00,yes,2020-11-27T14:19:02+00:00,yes,Other
75,7053172,http://vclpcesmwwfymdtlxrxeoqcyls-dot-poised-bot-306515.uk.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=7053172,2021-04-01T02:01:38+00:00,yes,2021-04-01T02:04:01+00:00,yes,Other
76,6952290,https://32e0bbaa3c3745914.temporary.link//EFZG9R6S3F5SQFQ56RS4D8AEQECORL/GR0GDSBGVVR4B8S6F54EV5/VDS0FHB48D6X5CEFS45VD6/FZRGEH5G6EZG6FDVSD5CE,http://www.phishtank.com/phish_detail.php?phish_id=6952290,2021-02-04T22:00:25+00:00,yes,2021-02-04T22:02:16+00:00,yes,Other
77,6484463,http://golfballsonline.com/html/__location.html,http://www.phishtank.com/phish_detail.php?phish_id=6484463,2020-04-03T14:05:08+00:00,yes,2020-04-03T14:18:53+00:00,yes,Other
78,7060088,http://nocontent-giffgiso.velocityhub.com/nextVRF.html?location=9ed39da59bc7980290474034a037e3a9,http://www.phishtank.com/phish_detail.php?phish_id=7060088,2021-04-06T14:07:02+00:00,yes,2021-04-06T14:10:20+00:00,yes,Other
79,6393816,http://bgms.cit.net/site/paypal.com,http://www.phishtank.com/phish_detail.php?phish_id=6393816,2020-02-09T10:00:53+00:00,yes,2020-03-08T12:03:37+00:00,yes,Other
80,7056530,https://secure.deviceassistance.me/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=7056530,2021-04-03T14:07:41+00:00,yes,2021-04-03T14:19:17+00:00,yes,Other
81,6766678,https://gregmounsey.com/gmwp/document-view/,http://www.phishtank.com/phish_detail.php?phish_id=6766678,2020-09-11T14:03:56+00:00,yes,2020-09-12T02:33:06+00:00,yes,Other
82,6623732,http://www.gkjx168.com/images?http://us.battle.net/login/http://dyfdzx.com/js?fav.1&amp;fid=1&amp;fid.4.1252899642&amp;randu0013InboxLightaspxn.1774256418&amp;rand.13InboxLight.as&amp;ref=http:/jebvahnus.batt====,http://www.phishtank.com/phish_detail.php?phish_id=6623732,2020-06-11T11:16:57+00:00,yes,2020-06-11T12:29:20+00:00,yes,Other
83,7037943,http://nocontent-gyuenowf.velocityhub.com/nextVRF.html?location=05d8c9eab13739d148b88fec8445d7c8,http://www.phishtank.com/phish_detail.php?phish_id=7037943,2021-03-21T14:01:17+00:00,yes,2021-03-21T14:06:32+00:00,yes,Other
84,6995235,https://e-serviceparts.info/landingpage/dd263864-38a2-466a-be2f-4e5ec6c5e042/6D_n3vB0wup7cVa4YjS8n1pIUgHmZGBJBJl0SsOnFkI,http://www.phishtank.com/phish_detail.php?phish_id=6995235,2021-03-02T02:00:42+00:00,yes,2021-03-02T06:34:45+00:00,yes,Other
85,7064189,http://messagerievocale08.moonfruit.com/,http://www.phishtank.com/phish_detail.php?phish_id=7064189,2021-04-09T14:07:30+00:00,yes,2021-04-09T14:24:14+00:00,yes,Other
86,6851518,https://lnkd.in/dvewNPt,http://www.phishtank.com/phish_detail.php?phish_id=6851518,2020-11-16T22:06:16+00:00,yes,2020-11-30T21:13:01+00:00,yes,Internal Revenue Service
87,7061295,https://digitalmps-it.org/pri/,http://www.phishtank.com/phish_detail.php?phish_id=7061295,2021-04-07T12:51:46+00:00,yes,2021-04-08T00:07:45+00:00,yes,Other
88,6685406,http://atagucsea.com/wp-content/themes/twentyfifteen/cloud9/gucemail/,http://www.phishtank.com/phish_detail.php?phish_id=6685406,2020-07-20T14:01:55+00:00,yes,2020-07-20T14:08:23+00:00,yes,Other
89,6152797,http://stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=abuse@jamer.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6152797,2019-08-08T09:03:32+00:00,yes,2019-08-08T09:10:08+00:00,yes,Other
90,7054892,http://234.50.198.35.bc.googleusercontent.com/atendimento/home/01/login,http://www.phishtank.com/phish_detail.php?phish_id=7054892,2021-04-02T03:00:17+00:00,yes,2021-04-12T19:20:42+00:00,yes,Other
91,6907956,http://alliance4consumersusa.org/enroll/,http://www.phishtank.com/phish_detail.php?phish_id=6907956,2021-01-01T02:00:29+00:00,yes,2021-01-01T02:03:26+00:00,yes,Other
92,7051344,https://tesouraria55.weebly.com/#,http://www.phishtank.com/phish_detail.php?phish_id=7051344,2021-03-30T16:27:29+00:00,yes,2021-04-12T18:03:06+00:00,yes,Other
93,6513471,https://notendur.hi.is/~runson/ttfr/videos/vika11/3D_TUTORIAL_09/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6513471,2020-04-18T15:01:36+00:00,yes,2020-05-02T04:42:19+00:00,yes,Other
94,6645044,https://gestoriadecredito.com.mx/,http://www.phishtank.com/phish_detail.php?phish_id=6645044,2020-06-23T16:40:46+00:00,yes,2020-06-27T03:28:13+00:00,yes,Other
95,6914335,http://arslanlogistics.com/wp-includes/Home/nc4e3,http://www.phishtank.com/phish_detail.php?phish_id=6914335,2021-01-07T14:03:02+00:00,yes,2021-01-07T14:06:33+00:00,yes,Other
96,7063553,https://bit.ly/2Pvrkds,http://www.phishtank.com/phish_detail.php?phish_id=7063553,2021-04-09T03:44:07+00:00,yes,2021-04-09T03:54:33+00:00,yes,RuneScape
97,6762685,https://is.gd/juvECa,http://www.phishtank.com/phish_detail.php?phish_id=6762685,2020-09-09T00:23:04+00:00,yes,2020-09-12T02:35:08+00:00,yes,Other
98,7063482,http://securityposte.com/,http://www.phishtank.com/phish_detail.php?phish_id=7063482,2021-04-09T02:09:23+00:00,yes,2021-04-09T02:43:34+00:00,yes,Other
99,7059257,http://belekinas023.com/,http://www.phishtank.com/phish_detail.php?phish_id=7059257,2021-04-06T02:03:13+00:00,yes,2021-04-06T02:08:30+00:00,yes,Other
100,7044838,https://www.myetherwalletk.vip/#/access-my-wallet,http://www.phishtank.com/phish_detail.php?phish_id=7044838,2021-03-25T22:36:15+00:00,yes,2021-03-25T22:41:44+00:00,yes,Other
101,6387193,http://www.itisrighi.fg.it/img/de-de/1und1,http://www.phishtank.com/phish_detail.php?phish_id=6387193,2020-02-05T11:00:41+00:00,yes,2020-02-14T10:05:52+00:00,yes,Other
102,6398036,http://8hsfskj-alternate.app.link/?platform=hootsuite,http://www.phishtank.com/phish_detail.php?phish_id=6398036,2020-02-12T05:01:26+00:00,yes,2020-02-12T10:52:06+00:00,yes,Other
103,6154462,http://www.professorgizzi.org/scanning/52541421321/,http://www.phishtank.com/phish_detail.php?phish_id=6154462,2019-08-09T13:15:00+00:00,yes,2019-09-07T19:09:10+00:00,yes,Other
104,6592232,http://paulmitchellforcongress.com/wp-content/mu-plugins/sign-in/,http://www.phishtank.com/phish_detail.php?phish_id=6592232,2020-05-24T14:06:37+00:00,yes,2020-05-24T17:09:06+00:00,yes,Other
105,7064310,https://cmies.ca/CD/client/countrywiderecycling/,http://www.phishtank.com/phish_detail.php?phish_id=7064310,2021-04-09T15:30:26+00:00,yes,2021-04-09T15:39:06+00:00,yes,Other
106,7050190,http://globalpage-prodwebex.com/senha.php,http://www.phishtank.com/phish_detail.php?phish_id=7050190,2021-03-30T02:00:29+00:00,yes,2021-03-30T02:05:33+00:00,yes,Other
107,6658378,http://www.sirdarnell.org/host/member/made-in-chin-new%20dd/,http://www.phishtank.com/phish_detail.php?phish_id=6658378,2020-07-02T03:13:49+00:00,yes,2020-07-02T04:11:59+00:00,yes,Other
108,6813955,https://fedexvoyager.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813955,2020-10-19T14:00:44+00:00,yes,2020-10-19T14:09:44+00:00,yes,Other
109,6763210,https://oceantires.com/OurTime/ourtimet/,http://www.phishtank.com/phish_detail.php?phish_id=6763210,2020-09-09T10:45:18+00:00,yes,2020-09-09T10:46:56+00:00,yes,Other
110,7038252,http://bit.ly/3lAbgT2,http://www.phishtank.com/phish_detail.php?phish_id=7038252,2021-03-21T20:47:18+00:00,yes,2021-04-12T18:53:22+00:00,yes,RuneScape
111,6514331,http://aubootlegger.com/rbcroyalbank/home/app/log.php,http://www.phishtank.com/phish_detail.php?phish_id=6514331,2020-04-19T02:06:32+00:00,yes,2020-04-19T02:54:25+00:00,yes,Other
112,6559666,https://safirbetgirisadresimiz.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6559666,2020-05-11T13:54:01+00:00,yes,2020-05-11T13:56:50+00:00,yes,Other
113,7053398,http://rdbqvxlywwozvxqeykujqiptdf-dot-gle39404049.rj.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=7053398,2021-04-01T02:10:22+00:00,yes,2021-04-01T02:21:13+00:00,yes,Other
114,6562379,http://autodiscover.gre.ac.uk/owa,http://www.phishtank.com/phish_detail.php?phish_id=6562379,2020-05-12T14:03:02+00:00,yes,2020-07-25T07:54:57+00:00,yes,Microsoft
115,7066006,https://clinicavillavitoria.com.br/@@/fb/,http://www.phishtank.com/phish_detail.php?phish_id=7066006,2021-04-11T02:08:53+00:00,yes,2021-04-11T02:16:48+00:00,yes,Other
116,7056714,https://www.amazon-check-co-jp.n6m.top/,http://www.phishtank.com/phish_detail.php?phish_id=7056714,2021-04-03T18:50:32+00:00,yes,2021-04-03T18:50:50+00:00,yes,Other
