Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End
verify.chase.billing.info.igualdad.cl,0,0,0,0,0,0,0,0,0,1,0,0
mzecz.webeden.co.uk,0,0,0,0,0,0,0,0,0,1,0,0
ebay.greenusallc.com,0,0,1,3,0,0,0,0,0,1,0,0
novinroyapolymer.com,0,0,0,0,0,0,0,0,0,1,0,0
rakutoen-pr9m.cc,0,0,0,0,0,0,0,1,0,1,0,0
13.66.28.137,0,0,1,2,1,0,0,0,0,1,1,1
mydoccare.com,0,0,1,14,0,0,0,0,0,1,0,0
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,0
umbrellacorp.id,0,0,0,2,0,0,0,0,0,1,0,1
gkjx168.com,0,0,1,1,0,0,0,0,0,1,0,1
newboi365onlineupdate.com,0,0,0,0,0,0,0,0,0,1,0,0
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,0,1,0,1
ebay.yellow4low.com,0,0,1,3,0,0,0,0,0,1,0,1
hitsem.com,0,0,1,1,0,0,0,0,0,1,0,1
web-caixaeconomicafederal.japanwest.cloudapp.azure.com,0,0,1,4,0,0,0,1,0,1,0,0
signin-eday.edayisapidll.net,0,0,1,1,0,0,0,1,0,1,0,0
139.191.122.34.bc.googleusercontent.com,0,0,1,3,0,0,1,0,0,1,0,0
xrx6r.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1
ebay.hvacmania.com,0,0,1,3,0,0,0,0,0,1,0,1
alert-directonline.co.uk,0,0,0,1,0,0,0,1,0,1,0,0
hikari-laboratories.com,0,0,0,2,0,0,0,1,0,1,0,1
krieagle.com,0,0,0,2,0,0,0,0,0,1,0,0
arigalvanizados.com.ar,0,1,1,0,0,0,0,0,0,1,1,1
albel.intnet.mu,0,0,0,2,0,0,0,0,0,1,0,0
cocobays.vn,0,0,0,4,0,0,0,0,0,1,1,1
onedrive.live.com,0,0,1,0,0,0,0,0,0,1,0,0
scriptfreefire32.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0
addfllwr.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0
solobuenasideas.com,0,0,1,1,0,0,0,0,0,1,0,1
moracantik.com,0,0,0,0,0,0,0,0,0,1,0,0
facebooklogin1111.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1
ebay.portlibertecontractor.com,0,0,1,3,0,0,0,0,0,1,0,0
reservation-ouicar.com,0,0,0,1,0,0,0,1,0,1,0,0
enorma.is,0,0,1,7,0,0,0,0,0,1,1,0
gruposcherman.com.br,0,0,1,4,0,0,0,0,0,1,1,0
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,0
off-site-pascal.000webhostapp.com,0,0,1,4,0,0,0,1,0,1,0,0
twyr.associateneed.link,0,0,0,1,0,0,0,0,0,1,0,0
alquilervillora.net,0,1,1,2,0,0,0,0,0,1,0,0
zjgsyds.cn,0,0,1,1,1,0,0,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,0,0,0,2,0,0,0,1,1,1,1,1
amidabuli.com,0,0,0,0,0,0,0,0,0,1,0,1
dologin.wixsite.com,0,0,0,1,0,0,0,0,0,1,0,1
chevreriepierrealaya.fr,0,0,1,4,0,0,0,0,0,1,0,0
ipro289.com,0,0,1,3,0,0,0,0,0,1,0,1
sistelti.com,0,0,1,3,0,0,0,0,0,1,0,0
j.mp,0,0,0,1,0,0,1,0,0,1,1,1
mybigfatlistbuilder.com,0,0,0,3,0,0,0,0,0,1,0,0
netflix-appl.com,0,0,0,0,0,0,0,1,0,1,0,0
creditiperhabbogratissicuro100.blogspot.it,0,0,1,3,0,0,0,0,0,1,1,1
secure273.inmotionhosting.com,0,0,1,7,0,0,0,0,0,1,0,0
applepay-mania.com,0,0,0,0,0,0,0,1,0,1,0,0
docsharex-authorize.firebaseapp.com,0,0,0,1,0,0,0,1,1,1,1,1
kuberavc.com,0,0,0,1,0,0,0,0,0,1,0,0
ebay.hvacmania.com,0,0,1,3,0,0,0,0,0,1,0,1
legendtitleagency.com,0,0,0,1,0,0,0,0,0,1,0,0
succinct-ambiguous-louse.glitch.me,0,0,0,0,0,0,0,1,0,1,0,0
digitalflashbacks.ca,0,0,1,5,0,0,0,0,0,1,0,1
lbcpzonasegurabeta.rf.gd,0,0,0,0,0,0,0,0,0,1,1,1
icloud.auth-lock.com,0,0,0,1,0,0,0,1,0,1,0,0
rules.fbcom-bwvfdnk1r.darryl-siemreap.info,0,0,1,1,0,0,0,1,0,1,0,1
recovery-it-19966486547863128.tk,0,0,1,1,0,0,0,1,0,1,1,1
datphong.iae.edu.vn,0,1,1,3,0,0,0,0,0,1,1,1
con-firma.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1
fundasyrian.com,0,0,0,2,0,0,0,0,0,1,0,1
security.hs-secureonline.com,0,0,0,0,0,0,0,1,0,1,0,0
mail-deliveries-uk.support,0,0,1,2,0,0,0,1,0,1,0,0
hitsem.com,0,0,1,1,0,0,0,0,0,1,0,1
ebay.greenusallc.com,0,0,1,3,0,0,0,0,0,1,0,0
marketing-sense.co.uk,0,0,0,1,0,0,0,1,0,1,0,0
xjupq.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1
clubeamigosdopedrosegundo.com.br,0,0,0,1,0,0,0,0,0,1,1,1
att-servermail.com,0,0,0,0,0,0,0,1,0,1,0,0
mcelman.com,0,0,1,7,0,0,0,0,0,1,0,0
bestwebfun.com,0,0,0,2,0,0,0,0,0,1,0,1
gilmerisd-authet.ml,0,0,0,0,0,0,0,1,0,1,1,1
medamiaudette.getenjoyment.net,0,0,0,0,0,0,0,0,0,1,0,1
account.instagramfacebook.click,0,0,0,1,0,0,0,0,0,1,1,1
signin.eday.co.uk.ws.eayisapi.dllsigninusingssl.x3kv5ih4eztuygpnik3rbojeqzos2c.portondeguadarrama.com,0,0,1,1,0,0,0,0,0,1,0,1
xn--wwwbn-681b.com,0,0,1,4,0,0,0,1,0,1,0,0
golfballsonline.com,0,0,1,3,0,0,0,0,0,1,0,0
ww17.paypal.com.05925924b730bb369f87ad369fde0ffbf74a3c2.33s3.smoz.us,0,0,1,3,0,0,0,0,0,1,0,0
angebote-d15b5db6a5f2.com,0,0,0,1,0,0,0,1,0,1,0,0
miamommy.com,0,0,1,5,0,0,0,0,0,1,0,1
tsayfcg-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1
doclab-console-auth.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1
lihjjxcasds.muiasdzxcd.top,0,0,0,0,0,0,0,0,0,1,0,0
sandbox.plantstny.com,0,0,1,3,0,0,0,0,0,1,0,0
ebay.negative-user-ratings.xyz,0,0,1,1,0,0,0,1,0,1,0,0
camaieufr.commander1.com,0,0,1,1,0,0,0,0,0,1,0,0
utilizzamps.com,0,0,0,0,0,0,0,0,0,1,0,0
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,1
foxxdonsports.com,0,0,1,2,0,0,0,0,0,1,0,0
bitly.com,0,0,0,1,0,0,1,0,0,0,0,0
bit.ly,0,0,0,1,0,0,1,0,0,0,0,0
startseite-verden.de,0,0,0,0,0,0,0,1,0,1,1,1
ebay.portlibertecontractor.com,0,0,1,3,0,0,0,0,0,1,0,0
careycapital.net,0,0,0,2,0,0,0,0,0,1,0,1
vocalelogin3.wixsite.com,0,0,0,1,0,0,0,0,0,1,0,1
rakutoen-8cdm.cc,0,0,0,0,0,0,0,1,0,1,0,0
omsd-igniteii.gq,0,0,0,0,0,0,0,1,0,1,1,1
onlinesharepoint.typeform.com,0,0,0,2,0,0,0,0,0,1,0,1
midyatmimaritas.com,0,0,1,5,0,0,0,0,0,1,0,1
nw-securedfailure.com,0,0,0,0,0,0,0,1,0,1,0,0
ebay.nascohvac.com,0,0,1,3,0,0,0,0,0,1,0,1
thousandscolors.com,0,0,1,4,0,0,0,0,0,1,0,1
ebay.greenusallc.com,0,0,1,3,0,0,0,0,0,1,0,0
vieuxshack.com,0,0,1,4,0,0,0,0,0,1,0,0
commentparadox.com,0,0,0,3,0,0,1,0,0,1,0,1
ebay.greenusallc.com,0,0,1,3,0,0,0,0,0,1,0,0
changeinformation.underamazon.xyz,0,0,0,0,0,0,0,0,0,1,0,0
ebay.yellow4low.com,0,0,1,3,0,0,0,0,0,1,0,1
mymp3remix.in,0,0,1,2,0,0,0,0,0,1,0,1
eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1
yourcashbackplus.co.uk,0,1,1,2,0,0,0,0,0,1,0,0
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,1
soysodimac.estudiarfacil.com,0,0,1,1,0,0,0,0,0,1,0,0
soo.gd,0,0,0,1,0,0,0,0,0,1,1,1
ebay.portlibertecontractor.com,0,0,1,3,0,0,0,0,0,1,0,0
agri72.fr,0,0,1,5,0,0,0,0,0,1,0,1
ebay.portlibertecontractor.com,0,0,1,3,0,0,0,0,0,1,0,0
tricksiest-steeple.000webhostapp.com,0,0,1,1,0,0,0,1,0,1,0,0
ebay.portlibertecontractor.com,0,0,1,3,0,0,0,0,0,1,0,0
800emailsupport.com,0,0,0,0,0,0,1,0,0,1,0,0
connexion-informations.com,0,0,1,3,0,0,0,1,0,1,0,0
onedrive.live.com,0,0,1,1,0,0,0,0,0,1,0,0
bit.ly,0,0,0,1,0,0,1,0,0,0,0,0
altaibalance.buzz,0,0,1,1,0,0,0,0,0,1,0,0
westportvillagegallery.com,0,0,0,0,0,0,0,0,0,1,0,0
whatsappinvitegroups.sexidude.com,0,0,0,0,0,0,0,0,0,1,0,0
lombard11.eu,0,0,0,1,0,0,0,0,0,1,1,1
maheshvalue.net,0,0,1,11,0,0,0,0,0,1,0,0
moi.gov.ly,0,0,1,2,0,0,0,0,0,1,0,0
blusyne.lt,0,0,1,9,0,0,0,0,0,1,1,1
toanhoc247.edu.vn,0,0,1,5,0,0,0,0,0,1,1,1
bravobeveiliging-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1
sirdarnell.org,0,0,1,3,0,0,0,0,0,1,0,0
marketinghbt-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1
ebay.nascohvac.com,0,0,1,3,0,0,0,0,0,1,0,1
impotspublicservice.com,0,0,1,1,0,0,0,0,0,1,0,1
restrepohenao.com.co,0,0,0,2,0,0,0,0,0,1,0,0
ojs.budimulia.ac.id,0,0,1,8,0,0,0,0,0,1,0,0
gornjimilanovac.rs,0,0,0,1,0,0,0,0,0,1,1,0
secure279.inmotionhosting.com,0,1,1,3,0,0,0,0,0,1,0,0
vinceduchene.cnbcreative.co.uk,0,0,1,4,0,0,0,0,0,1,0,1
joinngrubwa.itsaol.com,0,0,0,0,0,0,0,0,0,1,0,0
volarevic.com,0,0,0,5,0,0,0,0,0,1,0,1
joki.hop.ru,0,0,0,0,0,0,0,0,0,1,0,0
littlefoots.ru:443,0,0,1,1,0,0,0,0,0,1,1,1
krsrvresort.com,0,0,1,7,0,0,1,0,0,1,0,0
protomail-sever.web.app,0,0,0,0,0,0,0,1,0,1,0,0
livraisonexpress.customervalidationprotocol.com,0,0,1,1,0,0,0,0,0,1,0,0
gruposcherman.com.br,0,0,1,4,0,0,0,0,0,1,1,0
youweb-bancobpm-it-verifica-dati.riepilogodati.info,0,0,1,0,0,0,0,1,0,1,0,1
ocaque-domen.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1
hindva.com,0,0,1,5,0,0,0,0,0,1,0,0
pl-19.ru,0,0,0,1,0,0,0,1,0,1,0,0
hwbcpa-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1
adnet8.com,0,0,1,2,0,0,0,0,0,1,0,1
access.deka-eu.com,0,0,0,0,0,0,0,1,0,1,0,0
whatsappsexyadultgroup18.mrslove.com,0,0,0,0,0,0,0,0,0,1,0,1
ee-billing-supports.com,0,0,0,0,0,0,0,1,0,1,0,0
sbankrf.ru,0,0,0,3,0,0,0,0,0,1,0,0
bcpzonsegurabeta-vlabcp-com.cruoaicr.com,0,0,0,0,0,0,0,1,0,1,0,0
ugsome-tomorrows.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,0
adminweb-mailaccess.moonfruit.com,0,0,0,0,0,0,1,1,0,1,0,0
news-for.ru,0,0,1,2,0,0,0,1,0,1,0,1
ee-billinginformation.com,0,0,0,1,0,0,0,1,0,1,0,0
cutt.us,0,0,0,1,0,0,1,0,0,0,0,0
xjmr7.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1
ascent-scaffolding.co.uk,0,0,0,0,0,0,0,1,0,1,0,0
duemiglia.evoluzioneufficio.net,0,0,1,7,0,0,0,0,0,1,0,0
lloydbanking-secureinfo.com,0,0,0,1,0,0,0,1,0,1,0,0
psupport.apple.com.pple.com,0,0,0,0,0,0,0,0,0,1,0,0
chiarabernardi.it,0,0,0,1,0,0,0,0,0,1,0,1
13.66.28.137,0,0,0,3,0,0,0,0,0,1,1,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1
confirm-your-new-payee.com,0,0,0,1,0,0,0,1,0,1,0,0
jp-rakuten.a-1.top,0,0,1,1,0,0,0,1,0,1,0,0
help-review-mypayments.com,0,0,0,0,0,0,0,1,0,1,0,0
securitypaymentcheck.com,0,0,0,1,0,0,0,0,0,1,0,0
betasus21.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1
amazon.co.jp.zhuangonge.buzz,0,0,0,1,0,0,0,0,0,1,0,0
myhealthinsquotes.com,0,0,1,5,0,0,0,0,0,1,0,1
deficitdeatencionperu.com,0,0,0,0,0,0,0,0,0,1,0,1
boggze.com,0,0,0,0,0,0,0,0,0,1,0,1
sebat-dhl.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,3,0,0,0,1,1,1,1,1
tanias-accounting.co.za,0,0,1,4,0,0,0,1,0,1,1,1
rj1kx.app.link,0,0,0,1,0,0,0,0,0,1,0,0
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,0,1,1
638ca12d-ba2f-451c-8418-faf56b7de7ff.htmlcomponentservice.com,0,0,1,1,0,0,0,1,0,1,0,0
joingrupwhatsapp81.wikaba.com,0,0,0,0,0,0,0,0,0,1,0,0
157.240.18.15,0,0,1,0,1,0,0,0,0,1,0,0
aanaqa.com,0,0,0,1,0,0,0,0,0,1,0,0
davivienda-acceso-personal.com,0,0,0,0,0,0,0,1,0,1,0,0
content43532522.texservis.su,0,0,1,1,0,0,0,0,0,1,0,0
rokutanm-rrbrb.cc,0,0,0,0,0,0,0,1,0,1,0,0
chat-whatsappgrupjoinbokepweb.zzux.com,0,0,0,0,0,0,1,1,0,1,0,0
steamproxy.net,0,0,0,2,0,0,0,0,0,1,0,1
dvla.myvehicle-rebate.com,0,0,0,0,0,0,0,1,0,1,0,0
biolinky.co,0,0,0,1,0,0,0,0,0,0,0,0
55bgf.csb.app,0,0,0,0,0,0,0,0,0,1,0,1
startimes.com,0,0,0,1,0,0,0,0,0,0,0,0
guillermo.co.uk,0,0,0,2,0,0,0,0,0,1,0,0
solucionservnrsmintony.ml,0,0,0,0,0,0,0,0,0,1,1,1
nwrcdivayezdk6ztputrlw-on.drv.tw,0,0,1,2,0,0,0,1,0,1,0,0
westportvillagegallery.com,0,0,0,1,0,0,0,0,0,1,0,0
charperimagedesign.com,0,0,0,1,0,0,0,0,0,1,0,0
secure-myaccountdetails.com,0,0,1,2,0,0,0,1,0,1,0,0
mailupgrade2info.site44.com,0,0,0,1,0,0,0,0,0,1,0,1
ebay.hvacmania.com,0,0,1,3,0,0,0,0,0,1,0,1
gwisalltrack.com,0,0,1,2,0,0,0,0,0,1,0,0
appupdatesecurehalifaxonlineappupdate-verification.empastesanabalon.cl,0,0,1,0,0,0,0,1,0,1,0,0
futboles.shop,0,0,0,0,0,0,0,0,0,1,0,0
creativecombat.com,0,0,1,4,0,0,1,0,0,1,0,0
react-ba2roi.stackblitz.io,0,0,0,0,0,0,0,1,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,0,0
vieuxshack.com,0,0,1,3,0,0,0,0,0,1,0,0
clevercarrepairs.com,0,0,1,2,0,0,0,0,0,1,0,0
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1
o2updatebilling.live,0,0,0,0,0,0,0,0,0,1,1,1
vieuxshack.com,0,0,1,3,0,0,0,0,0,1,0,0
aubootlegger.com,0,0,0,4,0,0,0,0,0,1,0,0
switch.com.kw,0,0,0,1,0,0,0,0,0,1,1,1
dinpatlaaltarwro.ru,0,1,1,1,0,0,0,0,0,1,0,0
fhhw1u.webwave.dev,0,0,0,0,0,0,0,0,0,1,0,0
escuadrondelpanico.es,0,0,1,3,0,0,0,0,0,1,1,1
ebay.dll.singin.pms-mingkee.com,0,0,0,1,0,0,0,1,0,1,0,0
survey.alchemer.com,0,0,1,3,0,0,0,0,0,1,0,0
professional-house-cleaning.ca,0,0,1,3,0,0,0,1,0,1,0,0
t.co,0,0,0,1,0,0,1,0,0,0,0,1
dipelnet.com.br,0,0,0,3,0,0,1,0,0,1,1,0
marketing-sense.co.uk,0,0,0,2,0,0,0,1,0,1,0,0
natwest.secured-online-verify.com,0,0,0,0,0,0,0,1,0,1,0,0
birrasalentoshop.it,0,0,1,6,0,0,0,0,0,1,0,1
zona-segweb1-nb.com,0,0,0,3,0,0,0,1,0,1,0,0
summerhills.me,0,0,0,1,0,0,0,0,0,1,0,1
ebay.portlibertecontractor.com,0,0,1,3,0,0,0,0,0,1,0,0
urlz.fr,0,0,0,1,0,0,0,0,0,1,0,0
stolizaparketa.ru,0,0,1,7,0,0,0,0,0,1,0,0
bcstchenge.us,0,0,0,0,0,0,0,0,0,1,0,0
signin01.kauf-eday.de,0,0,1,3,0,0,0,1,0,1,1,1
hotramopen.com,0,0,1,6,0,0,0,0,0,1,0,1
ebay.greenusallc.com,0,0,1,3,0,0,0,0,0,1,0,0
mbex.ru,0,0,0,4,0,0,0,0,0,1,0,1
gov-supportgrant.com,0,0,0,0,0,0,1,1,0,1,0,0
13.66.28.137,0,0,1,2,1,0,0,0,0,1,1,1
unitus.mk.ua,0,0,1,11,0,0,0,0,0,1,1,1
bankofbalochistan.com,0,0,0,3,0,0,0,0,0,1,0,1
odbieraj-nagrody.com.pl,0,0,0,0,0,0,0,1,0,1,1,1
secure.runescape.com-vc.ru,0,0,0,0,0,0,0,1,0,1,0,0
icipedudu-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1
academiasesla.com,0,1,1,2,0,0,0,0,0,1,0,0
ppvvriemid.000webhostapp.com,0,0,0,1,0,0,0,0,0,1,0,0
bankcheckingsavings.com,0,0,0,1,0,0,0,0,0,1,0,0
paypal.com.us.home.login.page.loginchecks.xyz,0,0,1,0,0,0,0,0,0,1,0,0
runescape.com-q.ru,0,0,0,0,0,0,0,1,0,1,0,1
translate.sogoucdn.com,0,0,1,1,1,0,0,0,0,1,0,1
sribanks.com,0,0,1,4,0,0,0,0,0,1,0,0
kitestcon.web.app,0,1,1,1,0,0,0,0,0,1,0,0
lloyd-reviewdata.com,0,0,0,0,0,0,0,1,0,1,0,0
ebay.yellow4low.com,0,0,1,3,0,0,0,0,0,1,0,1
touristpeople.com.bd,0,0,1,6,0,0,0,0,0,1,1,1
rules.fb-com-27211850.f45t.com,0,0,1,1,0,0,1,1,0,1,0,0
amazon-check-co-jp.i3n.top,0,0,0,0,0,0,0,1,0,1,0,0
creative-console.com,0,0,1,2,0,0,0,1,0,1,0,1
utiltil.cl,0,0,0,2,0,0,0,0,0,1,0,1
cz0centrum.com,0,0,0,1,0,0,0,0,0,1,0,0
encryptdrive.booogle.net,0,0,1,0,0,0,0,0,0,1,0,0
xjmr7.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1
accountchckecker-update-now.drpiza.com,0,0,1,5,0,0,0,1,0,1,0,0
bingoshop.rs,0,0,1,1,0,0,0,0,0,1,1,1
rajwebtechnology.com,0,0,0,1,0,0,0,0,0,1,0,1
lihi1.cc,0,0,0,2,0,0,0,0,0,1,0,1
paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia,0,0,1,4,0,0,0,1,0,1,0,0
woodcountydd-auth.ga,0,0,0,0,0,0,0,1,0,1,1,1
ebay.portlibertecontractor.com,0,0,1,3,0,0,0,0,0,1,0,0
fulizhai.com,0,0,1,1,0,0,0,0,0,1,0,1
my-devices-halifax.com,0,0,0,1,0,0,1,1,0,1,0,0
nightvision.tech,0,0,1,6,0,0,0,0,0,1,0,0
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,0,1,0,1
desdeelamor.com,0,0,1,6,0,0,0,0,0,1,0,1
mydetails-mynetflix.com,0,0,0,0,0,0,1,1,0,1,0,0
vieuxshack.com,0,0,1,4,0,0,0,0,0,1,0,0
offrekrysnetflix.servehttp.com,0,0,0,0,0,0,0,0,1,1,1,1
plytecfi-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1
newonline-payee-restricted.com,0,0,0,1,0,0,0,1,0,1,0,0
sharesbyte.com,0,0,1,2,0,0,0,0,0,1,0,1
ephcoplaza.ga,0,0,0,1,0,0,0,0,0,1,1,1
wallieget.com,0,0,0,3,0,0,1,0,0,1,0,1
flow.page,0,0,0,1,0,0,0,0,0,1,0,1
amozanm-rrbrb.cc,0,0,0,0,0,0,0,1,0,1,0,0
qare.nl,0,1,0,1,0,0,0,0,0,1,1,1
ebay.nascohvac.com,0,0,1,3,0,0,0,0,0,1,0,1
legendoffender.com,0,0,1,3,0,0,0,0,0,1,0,0
8quest.com,0,0,0,3,0,0,1,0,0,1,0,0
englishstudio.ir,0,0,0,1,0,0,0,0,0,1,1,1
register-newpayee.com,0,0,0,1,0,0,0,1,0,1,0,0
iipvit.by,0,0,1,3,0,0,0,0,0,1,0,0
ambrosecourt.com,0,0,0,3,0,0,1,0,0,1,0,1
payee-security-verify.com,0,0,0,1,0,0,0,1,0,1,0,0
manaplas.com,0,0,0,2,0,0,0,0,0,1,0,0
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,0
ktpn.kalisz.pl,0,1,1,2,0,0,0,0,0,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0
newdevice-assistance.com,0,0,0,1,0,0,0,1,0,1,0,0
personas-zonaindependientebn1onlin.com,0,0,1,3,0,0,0,1,0,1,0,0
shoploja-america.com,0,0,1,2,0,0,0,1,0,1,0,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0
kakievitaminy.ru,0,0,0,3,0,0,0,0,0,1,0,1
newpayee-disauthorize.com,0,0,0,1,0,0,0,1,0,1,0,0
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,0,1,0,1
trilles157.typeform.com,0,0,0,2,0,0,0,0,0,1,0,1
detect-new-payee.com,0,0,0,1,0,0,0,1,0,1,0,0
ch.tcorner.fr,0,0,0,2,1,0,0,0,0,1,0,1
newsimdigital.com,0,0,1,2,0,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0
d.claimurgift-l.xyz,0,0,0,3,0,0,0,1,0,1,0,0
marketvit.by,0,0,1,5,0,0,0,0,0,1,0,0
aero-flot.us,0,0,0,0,0,0,0,1,0,1,0,1
hublaalikes.com,0,0,0,1,0,0,0,0,0,1,0,0
teachvlearn.com,0,0,1,6,0,0,0,0,0,1,0,0
mmsportable.kissr.com,0,0,0,0,0,0,0,0,0,1,0,1
careergraph360.com,0,0,0,1,0,0,0,0,0,1,0,1
forms.office.com,0,0,1,2,0,0,0,0,0,1,0,1
confirm-payments-help-team.com,0,0,0,1,0,0,0,1,0,1,0,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0
phx.chromeproxy.net,0,0,1,2,0,0,0,0,0,1,0,1
lion.main.jp,0,0,0,0,0,0,0,0,0,1,1,1
deluxeinternationalschool.co.zw,0,0,0,2,0,0,0,0,0,1,1,1
escuadrondelpanico.es,0,0,1,3,0,0,0,0,0,1,1,1
suportecxacesso2020.com,0,0,0,0,0,0,0,0,0,1,0,0
drmartensmagasins.fr,0,0,0,0,0,0,0,0,0,1,0,0
jurnal.stai-aljawami.ac.id,0,0,1,7,0,0,0,1,0,1,0,0
smsorangesmsmessage.myfreesites.net,0,0,0,0,0,0,0,0,0,1,0,1
institutoaxioma.com.ar,0,0,1,5,0,0,0,0,0,1,1,0
78.143.96.35,0,0,1,3,0,0,0,0,0,1,0,0
royalmail-missed-delivery.com,0,0,1,1,0,0,0,1,0,1,0,0
netflix-verificatie.com,0,0,0,0,0,0,0,1,0,1,0,0
mouadarrivalco.org,0,0,1,5,0,0,0,0,0,1,0,0
bit.do,0,1,1,1,0,0,1,0,0,1,0,0
rosalinas-initial-project-30ac52.webflow.io,0,0,0,0,0,0,0,1,0,1,0,0
charperimagedesign.com,0,0,0,1,0,0,0,0,0,1,0,0
alareentading-catalog.page.tl,0,0,0,0,0,0,0,1,0,1,0,1
serverupdate.getforge.io,0,1,1,1,0,0,0,0,0,1,0,1
wengler-group.com,0,0,1,3,0,0,0,1,0,1,0,1
drcarmenmora.com,0,0,0,4,0,0,0,0,0,1,0,0
rakutoen-i31c.cc,0,0,0,0,0,0,0,1,0,1,0,0
famous8536ylu.allsalelist.com,0,0,0,0,0,0,1,0,0,1,0,0
val-gardena.net,0,0,1,2,0,0,0,1,0,1,0,0
ebay.yellow4low.com,0,0,1,3,0,0,0,0,0,1,0,1
mail.igvc.link,0,0,0,1,0,0,0,0,0,1,0,0
shareholds.com,0,0,1,2,0,0,0,0,0,1,0,1
surabhidental.com,0,0,0,1,0,0,0,0,0,1,0,0
saissco.com,0,0,0,2,0,0,0,0,0,1,0,1
incubator-scar-xm8-free.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,0
globalnetinternet.com,0,0,1,6,0,0,1,0,0,1,0,0
claro-controle-downloader.m4u.com.br,0,0,1,1,0,0,0,1,0,1,1,0
xn--prvnots-sfb.com,0,0,0,0,0,0,0,1,0,1,0,0
forms.gle,0,0,0,1,0,0,0,0,0,0,1,1
nwolb.default.aspx.cookiecheck.refferiddent.aspx.online.cross-press.net,0,0,1,0,0,0,1,1,0,1,0,0
paypal.com.service.id999.sorttheweb.com,0,0,1,2,0,0,0,0,0,1,0,0
schizophrenia.today,0,0,0,2,0,0,0,0,0,1,0,1
pramitmedicalstore.com,0,0,0,2,0,0,0,0,0,1,0,0
ayjegvgm.livedrive.com,0,0,1,2,0,0,0,0,0,1,0,0
csgoequal.com,0,0,0,0,0,0,0,0,0,1,0,1
myupdates-mynetflix.com,0,0,0,0,0,0,1,1,0,1,0,0
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1
alhopital.apps-1and1.net,0,0,0,1,0,0,0,1,0,1,0,1
adminweb2020-mailaccess.moonfruit.com,0,0,0,0,0,0,1,1,0,1,0,0
professional-house-cleaning.ca,0,0,1,3,0,0,0,1,0,1,0,0
ebay.yellow4low.com,0,0,1,3,0,0,0,0,0,1,0,1
cloud1.directnutrisciences.com,0,0,1,4,0,0,0,0,0,1,0,0
pathikareps.com,0,0,1,3,0,0,0,0,0,1,0,1
buyelectronicsnyc.com,0,0,0,1,0,0,0,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0
granhongo.com,0,0,1,6,0,0,0,0,0,1,0,1
storage.googleapis.com,0,0,0,2,0,0,0,0,1,0,1,1
theumashow.com,0,0,0,3,0,0,0,0,0,1,0,0
whatsapp-18.ikwb.com,0,0,0,0,0,0,0,1,0,1,0,0
