,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
16,7005575,http://dev.klinikmatanusantara.com/log-au/mpp/signin/8b4a/websrc,http://www.phishtank.com/phish_detail.php?phish_id=7005575,2021-03-07T14:01:14+00:00,yes,2021-03-07T16:32:04+00:00,yes,Other
17,6877659,http://littlefoots.ru/c3a399f6d44d49b500be21584d1012a9,http://www.phishtank.com/phish_detail.php?phish_id=6877659,2020-12-06T14:09:44+00:00,yes,2020-12-06T14:17:02+00:00,yes,Other
18,7005902,https://www.amazon-check-co-jp.u5q.top/,http://www.phishtank.com/phish_detail.php?phish_id=7005902,2021-03-07T19:36:36+00:00,yes,2021-03-08T00:43:47+00:00,yes,Other
19,6372001,http://07dd96.htmlcomponentservice.com/get_draft?id=90a690_4bc1c646ed00e3ef15fe7ea7cd20122b.html,http://www.phishtank.com/phish_detail.php?phish_id=6372001,2020-01-27T02:00:54+00:00,yes,2020-01-28T14:31:58+00:00,yes,Other
20,7018483,https://orangeportail6.wixsite.com/orange,http://www.phishtank.com/phish_detail.php?phish_id=7018483,2021-03-13T11:22:32+00:00,yes,2021-03-13T11:28:26+00:00,yes,Other
21,6856195,https://3wondersexpeditions.com/meo/,http://www.phishtank.com/phish_detail.php?phish_id=6856195,2020-11-19T23:02:27+00:00,yes,2020-11-19T23:03:30+00:00,yes,Other
22,4382299,http://www.i-m.mx/hawaii/hawaii/,http://www.phishtank.com/phish_detail.php?phish_id=4382299,2016-08-16T17:35:36+00:00,yes,2016-10-03T11:20:38+00:00,yes,Other
23,7005432,https://bit.ly/380wJiJ,http://www.phishtank.com/phish_detail.php?phish_id=7005432,2021-03-07T13:20:10+00:00,yes,2021-03-08T19:29:58+00:00,yes,Other
24,6697952,http://biquyetcongai.com/wp-content/languages/loco/copperbottom,http://www.phishtank.com/phish_detail.php?phish_id=6697952,2020-07-26T18:04:07+00:00,yes,2020-07-26T18:22:39+00:00,yes,Other
25,6957061,http://ants-newell.com,http://www.phishtank.com/phish_detail.php?phish_id=6957061,2021-02-08T06:09:51+00:00,yes,2021-02-09T07:56:43+00:00,yes,Other
26,6821785,https://serv-secured-1.com/a1e0ef46e77c7d028da7f514ac818d340f34b40d/mon,http://www.phishtank.com/phish_detail.php?phish_id=6821785,2020-10-25T14:02:14+00:00,yes,2020-10-25T14:04:53+00:00,yes,Other
27,6515816,https://betasus777.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6515816,2020-04-19T18:43:06+00:00,yes,2020-04-19T18:48:39+00:00,yes,Other
28,6785286,http://ht.ly/FjrK30rbLwp,http://www.phishtank.com/phish_detail.php?phish_id=6785286,2020-09-28T04:21:58+00:00,yes,2020-09-28T05:49:44+00:00,yes,Other
29,6827241,http://pourcontinueridauthenserweuronlineworking.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6827241,2020-10-29T02:01:02+00:00,yes,2020-10-29T02:04:43+00:00,yes,Other
30,7013284,https://orico.co.jp.wjbzxw.com/,http://www.phishtank.com/phish_detail.php?phish_id=7013284,2021-03-10T14:33:04+00:00,yes,2021-03-11T19:20:00+00:00,yes,Other
31,6459183,https://onailsupply.com/cms/cms/include/downloads/files1497366477.php?email=,http://www.phishtank.com/phish_detail.php?phish_id=6459183,2020-03-20T14:00:55+00:00,yes,2020-03-20T14:04:02+00:00,yes,Other
32,6393457,http://51.255.64.58/,http://www.phishtank.com/phish_detail.php?phish_id=6393457,2020-02-09T02:11:28+00:00,yes,2020-02-23T03:26:01+00:00,yes,Other
33,6664369,http://gkjx168.com/images/?http:/us.battle.net/login/http:/dyfdzx.com/js?fav.1,http://www.phishtank.com/phish_detail.php?phish_id=6664369,2020-07-06T10:00:32+00:00,yes,2020-07-06T10:02:55+00:00,yes,Other
34,6191664,http://themkdiaries.com/ix/att,http://www.phishtank.com/phish_detail.php?phish_id=6191664,2019-09-10T02:02:13+00:00,yes,2019-09-10T02:06:54+00:00,yes,Other
35,6288549,https://storage.cloud.google.com/rqraaqqax3xa.appspot.com/index.htm#memberservices@legalshield.com,http://www.phishtank.com/phish_detail.php?phish_id=6288549,2019-11-21T06:52:16+00:00,yes,2019-11-21T11:40:44+00:00,yes,Other
36,6929141,http://aseovi.com/web_fly/features/results-planner/guestlist.php?river=rw10fn596pkbx&living=wood&wife=anything,http://www.phishtank.com/phish_detail.php?phish_id=6929141,2021-01-20T20:56:52+00:00,yes,2021-01-21T04:16:54+00:00,yes,ABSA Bank
37,7006195,https://sky-billing-uk.com/secure/banks/bank.barclays.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=7006195,2021-03-08T02:02:17+00:00,yes,2021-03-08T07:11:07+00:00,yes,Other
38,6109951,http://www.theironinnparlour.co.uk/includes/PayPal,http://www.phishtank.com/phish_detail.php?phish_id=6109951,2019-07-06T16:48:13+00:00,yes,2019-07-22T02:46:19+00:00,yes,PayPal
39,6931696,http://secure-online-login.com/,http://www.phishtank.com/phish_detail.php?phish_id=6931696,2021-01-22T14:07:20+00:00,yes,2021-01-22T15:08:28+00:00,yes,Other
40,6859227,https://track.simstricksclicks.com/2244a1c9-108c-45b8-954c-faeb2543a00e?click_id=tnRXbER&var2=50008&var3=D5EE0E47DE3D24&var4=Gil+Morlanes.+Local+Numero+6&var5=40&var6=Zaragoza&var7=Sanz&var8=Lorena&var9=34653831930&var10=rurututururu%40gmail.com,http://www.phishtank.com/phish_detail.php?phish_id=6859227,2020-11-22T20:39:38+00:00,yes,2020-11-22T20:42:18+00:00,yes,ING Direct
41,6911237,http://mybigfatlistbuilder.com/mail/daum/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6911237,2021-01-05T02:04:18+00:00,yes,2021-01-05T03:38:17+00:00,yes,Other
42,6963208,https://mail.utu.fi/owa/auth/logon.aspx?replaceCurrent=1&url=https%3a%2f%2fmail.!*LASTNAME*!%2fowa%2f,http://www.phishtank.com/phish_detail.php?phish_id=6963208,2021-02-11T12:49:44+00:00,yes,2021-03-09T18:07:51+00:00,yes,Other
43,6719986,http://krabi.go.th/poc/img/_notes/Made-in-China/Made-in-China/27a4985d8e920fc216b94a6e614cd1b2,http://www.phishtank.com/phish_detail.php?phish_id=6719986,2020-08-05T14:02:18+00:00,yes,2020-08-05T17:59:39+00:00,yes,Other
44,6903154,https://littlefoots.ru:443/9c79ec0259613f3c41610358d1d6b01c/,http://www.phishtank.com/phish_detail.php?phish_id=6903154,2020-12-27T02:08:16+00:00,yes,2020-12-27T02:22:42+00:00,yes,Other
45,6862794,http://bhutan1912.net/wp-content/uploads/2014/02/cabinet/74807e816cd979f2e1d0094bad2fca44/login.php?cmd=login_submit&amp;id=8656623ba79f2493a448923862e9cf648656623ba79f2493a448923862e9cf64&amp;session=8656623ba79f2493a448923862e9cf648656623ba79f2493a448923862e9cf64,http://www.phishtank.com/phish_detail.php?phish_id=6862794,2020-11-25T14:04:32+00:00,yes,2020-11-25T23:04:12+00:00,yes,Other
46,6949530,https://littlefoots.ru:443/0bd5ee057f7326cad5fa35acc0b7305f,http://www.phishtank.com/phish_detail.php?phish_id=6949530,2021-02-03T05:01:08+00:00,yes,2021-02-03T05:03:15+00:00,yes,Other
47,7018591,http://elfmsssru.com/ieoi887w/offs/d05a526f2804957ada2a161120c362bc/Login.php?websrc=1afec745a539f74a4df8b2238857e006&dispatched=22&id=937698060,http://www.phishtank.com/phish_detail.php?phish_id=7018591,2021-03-13T14:01:08+00:00,yes,2021-03-13T14:04:00+00:00,yes,Other
48,5893595,http://portal.prizegiveaway.net/?id=1v8qmBegJz7eNHtq50FKpJ0fW7cN%2BwBfdcLFQc0dmJAfQV3IWg4iyjHQ73wrFtWXJZAKE1IPzgh9eHINlTv3RNtRbMEX1FlYbQq81sVmn40uG1CXvY7AfeW3JJet5vkKgKOWBYD0zmTvBs%2F1tAPGBVSmWQe1GkE%2B7vphkRNuWKTF7xOr4xuDKKU2HZ5lmbL6UM8OW9aXR4DAiF5qRZ%2F6vcU8r050NbZozyztFk1TKVewHost5lNyM2b%2BbECnZLs6CB62sB6d%2FUPjjQwrmblHQQ22RReegn6%2FjpuWmv5c8DViy26rDErnoJ2Q3OKGyTOaQSktsr3kesPYpEOmiXQqYT95MAaaDmdAa9p1muWpXB%2BonN9%2B9mByCCd%2BNrjPdddd09HHpQVhpi7z79DIAEogdnkKORHo6y9nmEZj1VJz%2BhMY7dfYV%2Buxo3J6DaTYMPN0QNA7gMyQAeJCaUsAcVryrA%3D%3D,http://www.phishtank.com/phish_detail.php?phish_id=5893595,2019-01-04T15:37:43+00:00,yes,2019-01-13T16:07:20+00:00,yes,Microsoft
49,6848469,https://redirect-ca578.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6848469,2020-11-14T08:53:29+00:00,yes,2020-12-03T20:35:08+00:00,yes,Other
50,6890802,http://bmbhartischool.com/icon/telekom/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6890802,2020-12-15T02:06:04+00:00,yes,2020-12-15T02:08:52+00:00,yes,Other
51,6716201,http://www.hitsem.com/images/?hxxp:/us.battle.net/login/en/?ref=hxxp:/awegazous.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=6716201,2020-08-03T12:00:27+00:00,yes,2020-08-03T12:10:10+00:00,yes,Other
52,6881316,https://indybytes.com/?dump,http://www.phishtank.com/phish_detail.php?phish_id=6881316,2020-12-09T13:32:12+00:00,yes,2020-12-09T13:33:18+00:00,yes,UniCredit
53,7016777,https://royal-mailupdate.com/secure.php?&amp;sessionid=$hash&amp;securessl=true,http://www.phishtank.com/phish_detail.php?phish_id=7016777,2021-03-12T02:06:41+00:00,yes,2021-03-12T17:42:23+00:00,yes,Other
54,6981811,https://gamefex.com/FlirtMessage/ourtime.com,http://www.phishtank.com/phish_detail.php?phish_id=6981811,2021-02-23T02:02:56+00:00,yes,2021-02-23T02:08:43+00:00,yes,Other
55,7010823,https://tdirectvire.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7010823,2021-03-09T18:33:30+00:00,yes,2021-03-09T18:34:59+00:00,yes,PayPal
56,6917787,http://nocontent-tnxsqiil.velocityhub.com/nextVRF.html?location=b26365df13090846e58f7b8a7b5df196,http://www.phishtank.com/phish_detail.php?phish_id=6917787,2021-01-11T18:02:12+00:00,yes,2021-01-11T18:08:35+00:00,yes,Other
57,6970230,http://redcorpabogados.com/wp-includes/SimplePie/Decode/HTML/wells/,http://www.phishtank.com/phish_detail.php?phish_id=6970230,2021-02-16T02:01:00+00:00,yes,2021-02-16T02:04:22+00:00,yes,Other
58,6954930,http://kelpiesinc.com/HNR_Color/,http://www.phishtank.com/phish_detail.php?phish_id=6954930,2021-02-06T14:00:43+00:00,yes,2021-02-06T14:02:54+00:00,yes,Other
59,6516573,http://www.zjgsyds.cn/js?https://secure.runescape.com/mu003dweblogin,http://www.phishtank.com/phish_detail.php?phish_id=6516573,2020-04-20T06:00:24+00:00,yes,2020-04-29T08:12:07+00:00,yes,Other
60,7011856,https://www.intesa-security-online.com/,http://www.phishtank.com/phish_detail.php?phish_id=7011856,2021-03-10T02:06:45+00:00,yes,2021-03-10T02:09:46+00:00,yes,Other
61,6895754,http://user-restore.com/,http://www.phishtank.com/phish_detail.php?phish_id=6895754,2020-12-19T02:06:56+00:00,yes,2020-12-19T02:09:47+00:00,yes,Other
62,7001802,https://www.report-newpayees.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=7001802,2021-03-05T14:06:06+00:00,yes,2021-03-05T22:00:33+00:00,yes,Other
63,7017616,https://vodafone.mobile-verify-billing.com/,http://www.phishtank.com/phish_detail.php?phish_id=7017616,2021-03-12T15:54:34+00:00,yes,2021-03-12T20:42:38+00:00,yes,Vodafone
64,7018228,https://sicurezza-intesa-antifrode.com/,http://www.phishtank.com/phish_detail.php?phish_id=7018228,2021-03-13T02:15:28+00:00,yes,2021-03-13T02:57:52+00:00,yes,Other
65,6861597,http://xj4og.mjt.lu/lnk/ANAAAImW9ecAAAAAAAAAALqcdmwAAYCsRpIAAAAAABUnawBfvNwN9EXQIrkxR0e0MjhnyvraYgAU8Vk/2/2Q37Hq4E5upYArAn2XoHsQ/aHR0cHM6Ly9iaXQubHkvM280Nzh1VA,http://www.phishtank.com/phish_detail.php?phish_id=6861597,2020-11-24T17:47:46+00:00,yes,2020-11-24T18:04:28+00:00,yes,"eBay, Inc."
66,6995356,http://www.lloydbank-secure-deregister-device-gb.com/,http://www.phishtank.com/phish_detail.php?phish_id=6995356,2021-03-02T02:06:55+00:00,yes,2021-03-02T02:20:50+00:00,yes,Other
67,6878708,http://angebote-d15b5db6a5f2.com/mycas/loginx,http://www.phishtank.com/phish_detail.php?phish_id=6878708,2020-12-07T14:02:45+00:00,yes,2020-12-07T14:07:35+00:00,yes,Other
68,6516836,https://betasus312.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6516836,2020-04-20T09:33:09+00:00,yes,2020-04-20T10:32:03+00:00,yes,Other
69,6966896,http://newboi365onlineupdate.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6966896,2021-02-13T14:03:30+00:00,yes,2021-02-13T14:11:30+00:00,yes,Other
70,6685725,https://fairauditors.com/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6685725,2020-07-20T16:06:45+00:00,yes,2020-07-20T16:28:31+00:00,yes,Other
71,6878598,https://linktr.ee/PUBG.REWARD,http://www.phishtank.com/phish_detail.php?phish_id=6878598,2020-12-07T13:02:56+00:00,yes,2020-12-09T09:38:36+00:00,yes,Other
72,6971341,https://gremio.net/noticias/,http://www.phishtank.com/phish_detail.php?phish_id=6971341,2021-02-16T15:00:26+00:00,yes,2021-02-21T21:14:17+00:00,yes,Other
73,6878706,http://angebote-d15b5db6a5f2.com/mycas/login...,http://www.phishtank.com/phish_detail.php?phish_id=6878706,2020-12-07T14:02:37+00:00,yes,2020-12-07T14:07:35+00:00,yes,Other
74,6999525,http://payee-securityerror.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6999525,2021-03-04T11:23:14+00:00,yes,2021-03-04T12:15:30+00:00,yes,Other
75,7017544,https://wester-waelder.ru//admin/BPD/Popularenlinea/Home.html,http://www.phishtank.com/phish_detail.php?phish_id=7017544,2021-03-12T14:24:29+00:00,yes,2021-03-12T20:22:53+00:00,yes,Other
76,7017421,https://ydcyugattupdate.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=7017421,2021-03-12T14:04:48+00:00,yes,2021-03-12T19:47:17+00:00,yes,Other
77,6996402,https://cancel-request-app.com/,http://www.phishtank.com/phish_detail.php?phish_id=6996402,2021-03-02T16:42:55+00:00,yes,2021-03-02T16:48:30+00:00,yes,Lloyds Bank
78,6451486,https://thsyuwshakjnd666iajnxx9.com/,http://www.phishtank.com/phish_detail.php?phish_id=6451486,2020-03-16T01:02:32+00:00,yes,2020-03-16T07:56:33+00:00,yes,Other
79,6975484,https://olx.pl.kassa-payment.net.ru/,http://www.phishtank.com/phish_detail.php?phish_id=6975484,2021-02-19T10:45:35+00:00,yes,2021-02-19T10:47:44+00:00,yes,Other
80,7003326,http://pragmakratos.com/usus/onedrive365/,http://www.phishtank.com/phish_detail.php?phish_id=7003326,2021-03-06T14:01:17+00:00,yes,2021-03-06T20:24:21+00:00,yes,Other
81,6999119,https://mandroque.com/avh/Aolics/enter_password.php,http://www.phishtank.com/phish_detail.php?phish_id=6999119,2021-03-04T11:03:15+00:00,yes,2021-03-04T11:10:08+00:00,yes,Other
82,7013878,http://cancelpemblockiranfacebook.tk/login.php,http://www.phishtank.com/phish_detail.php?phish_id=7013878,2021-03-10T18:09:01+00:00,yes,2021-03-10T18:10:41+00:00,yes,Facebook
83,7019252,https://orange514.yolasite.com/,http://www.phishtank.com/phish_detail.php?phish_id=7019252,2021-03-14T00:02:25+00:00,yes,2021-03-14T00:04:44+00:00,yes,Other
84,7006549,https://www.amazon-pp.date/signim/,http://www.phishtank.com/phish_detail.php?phish_id=7006549,2021-03-08T06:16:18+00:00,yes,2021-03-08T08:24:56+00:00,yes,Amazon.com
85,6886034,https://heylink.me/rewardmidasbuy16.com/,http://www.phishtank.com/phish_detail.php?phish_id=6886034,2020-12-10T23:45:10+00:00,yes,2020-12-28T07:48:23+00:00,yes,Other
86,7016445,https://multichanger.ru/en,http://www.phishtank.com/phish_detail.php?phish_id=7016445,2021-03-11T19:33:23+00:00,yes,2021-03-11T19:52:53+00:00,yes,Other
87,6460586,https://reurl.cc/Qd7NA2,http://www.phishtank.com/phish_detail.php?phish_id=6460586,2020-03-21T02:15:04+00:00,yes,2020-04-07T08:49:52+00:00,yes,Other
88,7016874,http://support-verify-my-newpayments.com/,http://www.phishtank.com/phish_detail.php?phish_id=7016874,2021-03-12T02:13:29+00:00,yes,2021-03-12T17:53:50+00:00,yes,Other
89,6993835,http://dev.klinikmatanusantara.com/log-au/mpp/signin/46b1/websrc,http://www.phishtank.com/phish_detail.php?phish_id=6993835,2021-03-01T14:00:30+00:00,yes,2021-03-01T14:04:39+00:00,yes,Other
90,6999816,https://xdextest2.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6999816,2021-03-04T12:32:36+00:00,yes,2021-03-04T12:51:11+00:00,yes,Other
91,7000561,https://secure273.inmotionhosting.com/~n3c0c95/ERNIT8Y54/FEBINETY834/arenalof/login.php,http://www.phishtank.com/phish_detail.php?phish_id=7000561,2021-03-04T17:56:07+00:00,yes,2021-03-04T17:59:18+00:00,yes,Other
92,7000375,http://wp1.serviceorange912.pkzyp.spectrum.myjino.ru/wp-admin/servicemms/_orange/,http://www.phishtank.com/phish_detail.php?phish_id=7000375,2021-03-04T16:16:52+00:00,yes,2021-03-04T16:21:00+00:00,yes,Other
93,6936107,http://dev.klinikmatanusantara.com/log-au/mpp/signin/23e7/websrc,http://www.phishtank.com/phish_detail.php?phish_id=6936107,2021-01-25T14:00:52+00:00,yes,2021-01-25T14:05:32+00:00,yes,Other
94,6986797,http://rulesfb-5s5rgw7c2epbu.webport.ca/connect.html?timelimit=abfea8e8e7932ac8f5af89c60172d6a0,http://www.phishtank.com/phish_detail.php?phish_id=6986797,2021-02-25T14:01:41+00:00,yes,2021-02-25T14:07:44+00:00,yes,Other
95,6947123,https://linklist.bio,http://www.phishtank.com/phish_detail.php?phish_id=6947123,2021-02-01T19:34:47+00:00,yes,2021-02-01T19:37:03+00:00,yes,Other
96,6981906,http://sanjheeventerprises.com/system/engine/newrbc2021/rbc/,http://www.phishtank.com/phish_detail.php?phish_id=6981906,2021-02-23T02:08:58+00:00,yes,2021-02-23T02:16:23+00:00,yes,Other
97,6202946,http://applepaymentpartner.com/en-ca/paypal/,http://www.phishtank.com/phish_detail.php?phish_id=6202946,2019-09-18T22:03:21+00:00,yes,2019-09-27T16:11:17+00:00,yes,Other
98,6893262,https://mail.odhikar.com/delivery/DHLAUTO/index.php?email=angeline.i@mcclabel.com,http://www.phishtank.com/phish_detail.php?phish_id=6893262,2020-12-17T02:08:12+00:00,yes,2020-12-17T02:13:40+00:00,yes,Other
99,6506361,http://keypointtraining-my.sharepoint.com/personal/janeann_keypoint-training_com/_layouts/15/doc.aspx?sourcedoc={9af291d0-87c8-456b-8c74-dddd4a2e5852}&amp;action=default&amp;slrid=5e9d489f-500f-a000-704a-3a9b1d01a72a&amp;originalpath=ahr0chm6ly9rzxlwb2ludhryywluaw5nlw15lnnoyxjlcg9pbnquy29tlzpvoi9nl3blcnnvbmfsl2phbmvhbm5fa2v5cg9pbnqtdhjhaw5pbmdfy29tl0v0q1i4chjjadj0rmpivgqzvw91v0zjqnh1czlqvg4xqnjnevrdagvmtzr2chc_cnrpbwu9mdhmru1ramcxmgc&amp;cid=7363f9cd-6bf7-4ad7-bc74-c042e1b12064,http://www.phishtank.com/phish_detail.php?phish_id=6506361,2020-04-15T05:00:24+00:00,yes,2020-04-20T01:48:30+00:00,yes,Other
100,6940721,http://jp.apresys.com/wp-content/themes/mondeo/cache/auto/CountinAutoPage/index.php?email=a@b.com,http://www.phishtank.com/phish_detail.php?phish_id=6940721,2021-01-28T07:05:17+00:00,yes,2021-01-28T07:09:36+00:00,yes,Other
101,6990618,https://togive.ru,http://www.phishtank.com/phish_detail.php?phish_id=6990618,2021-02-27T16:13:06+00:00,yes,2021-02-27T23:06:47+00:00,yes,Other
102,6786364,http://xhlhs.mjt.lu/lnk/AVQAAA5rWGcAAAAAAAAAALfag2oAAYCsLowAAAAAABRDyQBfbaiPsTpkusgYQvi3_bDJI50JEQAUIjs/1/CLvB724-2LWhlw5xXhk5tA/aHR0cHM6Ly9qb2hhbm5lc3NzY2luZGVycy5kZS9pbmRleA,http://www.phishtank.com/phish_detail.php?phish_id=6786364,2020-09-28T21:19:10+00:00,yes,2020-10-13T02:11:39+00:00,yes,"eBay, Inc."
103,6591968,https://paypalvsgooglecheckout.com/countries,http://www.phishtank.com/phish_detail.php?phish_id=6591968,2020-05-24T13:20:50+00:00,yes,2020-06-04T23:24:53+00:00,yes,Other
104,6863223,https://vvipidm.com/,http://www.phishtank.com/phish_detail.php?phish_id=6863223,2020-11-25T19:27:56+00:00,yes,2020-11-26T02:33:22+00:00,yes,Other
105,6421203,http://creativecombat.com/wp-admin/network/acct/login.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=Jackdavis@eureliosollutions.com&amp;fid=1&amp;fid=4&amp;rand=13InboxLightaspxn.1774256418,http://www.phishtank.com/phish_detail.php?phish_id=6421203,2020-02-27T02:08:45+00:00,yes,2020-02-27T02:24:55+00:00,yes,Other
106,6744336,https://htiitrevcm.000webhostapp.com/u/bsurm/phone.php,http://www.phishtank.com/phish_detail.php?phish_id=6744336,2020-08-25T05:44:51+00:00,yes,2020-08-25T08:03:56+00:00,yes,Adobe
107,6908190,https://clouddoc-authorize.firebaseapp.com/.xx./xx...xx...xx,http://www.phishtank.com/phish_detail.php?phish_id=6908190,2021-01-01T14:01:19+00:00,yes,2021-01-01T14:02:56+00:00,yes,Other
108,6626854,http://prestige-nation.com/we/wtf/pro/?trk=WT201908&amp;Upgrade=b3BlcmF0aW9uQHNuZWMub3JnLmNu,http://www.phishtank.com/phish_detail.php?phish_id=6626854,2020-06-12T17:33:51+00:00,yes,2020-06-12T17:35:54+00:00,yes,Other
109,6537932,https://outlook365ar.engagebay.com/embed-forms/5594434487975936,http://www.phishtank.com/phish_detail.php?phish_id=6537932,2020-04-29T21:30:51+00:00,yes,2020-06-01T12:46:31+00:00,yes,Other
110,6494253,https://soo.gd/l6Rg,http://www.phishtank.com/phish_detail.php?phish_id=6494253,2020-04-08T16:08:17+00:00,yes,2020-04-08T16:36:48+00:00,yes,Other
111,6715885,http://www.creativecombat.com/wp-admin/network/acct/login.php?rand=13InboxLightaspxn.1774256418,http://www.phishtank.com/phish_detail.php?phish_id=6715885,2020-08-03T06:01:58+00:00,yes,2020-08-03T06:11:37+00:00,yes,Other
112,6878340,https://ippa.or.id/tg/uj/td/gene/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6878340,2020-12-07T08:04:31+00:00,yes,2020-12-07T09:07:19+00:00,yes,Other
113,6873692,https://s.id/abngeleid,http://www.phishtank.com/phish_detail.php?phish_id=6873692,2020-12-03T11:11:10+00:00,yes,2020-12-03T11:14:58+00:00,yes,ABN AMRO Bank
114,7017499,https://attemailserviceupdate.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=7017499,2021-03-12T14:09:25+00:00,yes,2021-03-12T20:08:36+00:00,yes,Other
115,6920679,http://check-newpayee-halfax.com/,http://www.phishtank.com/phish_detail.php?phish_id=6920679,2021-01-14T02:03:10+00:00,yes,2021-01-14T02:08:54+00:00,yes,Other
116,6555437,https://betasusorjinal1.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6555437,2020-05-08T22:26:58+00:00,yes,2020-05-09T15:44:28+00:00,yes,Other
