Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,Label
invitation-pages-advanced-notification-2021.my.id,0,0,1,1,0,0,0,1,0,1,0,0,1
doodad.in,0,1,1,4,0,0,0,0,0,1,0,1,1
betasus199.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
docsharex-authorize.firebaseapp.com,0,0,0,1,0,0,0,1,1,1,1,1,1
hutoknepper.de,0,0,0,0,0,0,0,0,0,1,1,1,1
urlz.fr,0,0,0,1,0,0,0,0,0,0,0,0,1
68.178.252.133,0,0,1,2,0,0,0,0,0,1,0,0,1
situla-apparatuses.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,0,1
souvenirsplace.com,0,0,0,1,0,0,0,0,0,1,0,1,1
wa.me.whatsappgroupjoin.free-bkp.ga,0,0,0,0,0,0,0,1,0,1,1,1,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,0,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,0,1,1,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,0,1,0,1,1
clevercarrepairs.com,0,0,0,2,0,0,0,0,0,1,0,0,1
rj1kx.app.link,0,0,0,1,0,0,0,0,0,1,0,0,1
docsharex-authorize.firebaseapp.com,0,0,0,1,0,0,0,1,1,1,1,1,1
800emailsupport.com,0,0,0,0,0,0,1,0,0,1,0,0,1
ogz6d.codesandbox.io,0,0,1,2,0,0,0,0,0,1,0,0,1
mail.reset-apple.id,0,0,0,0,0,0,0,1,0,1,0,0,1
atriumlandscape-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,0,1,1
littlefoots.ru:443,0,0,1,1,0,0,0,0,0,1,1,1,1
sirdarnell.org,0,0,1,3,0,0,0,0,0,1,0,0,1
auto-bot.me,0,0,0,0,0,0,0,1,0,1,0,1,1
bancoiing.site44.com,0,0,0,1,0,0,0,0,0,1,0,1,1
aimtex.pk,0,0,1,4,0,0,0,0,0,1,1,1,1
updatemysantan.com,0,0,0,0,0,0,0,0,0,1,0,0,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,0,1,0,1,1
studentpower.com,0,0,0,1,0,0,0,0,0,1,0,0,1
cbl5676445655.tonohost.com,0,0,0,0,0,0,1,0,0,1,0,0,1
makememoon.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
vinceduchene.cnbcreative.co.uk,0,0,1,4,0,0,0,0,0,1,0,1,1
serveur987452.flywheelsites.com,0,0,1,4,0,0,0,0,0,1,0,0,1
royalmail-confirmed.com,0,0,1,1,0,0,0,1,0,1,0,0,1
greatmusica.com,0,0,0,2,0,0,0,0,0,1,0,0,1
aburrimientoooo.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
gkjx168.com,0,0,1,1,1,0,1,0,0,1,0,1,1
daniel-treufeld.de,0,0,1,4,0,0,0,1,0,1,1,1,1
b24-pvdbcl.bitrix24.site,0,0,0,0,0,0,0,1,0,1,1,1,1
nguyenvietanh111.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
dexlerholdings.com,0,0,1,5,0,0,0,0,0,1,0,1,1
coinly.cz,0,0,1,2,0,0,0,0,1,1,1,1,1
unrecognisedpayeerequest.com,0,0,0,1,0,0,1,0,0,1,0,0,1
drcarmenmora.com,0,0,0,4,0,0,0,0,0,1,0,0,1
safirbetgiristikla.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
taijishentie.com,0,0,1,2,0,0,0,0,0,1,0,0,1
royalmail.reschedule-your-parcel.com,0,0,0,0,0,0,0,1,0,1,0,0,1
51jianli.cn,0,0,1,1,0,0,0,0,0,1,0,0,1
eneconpanama.net,0,0,0,2,0,0,0,0,0,1,0,0,1
13.66.28.137,0,0,1,2,1,0,0,0,0,1,1,1,1
servindustriadelsur.com,0,0,0,0,0,0,0,0,0,1,0,0,1
sbcgloballoginz.com,0,0,0,0,0,0,0,0,0,1,0,1,1
unitus.mk.ua,0,0,1,11,0,0,0,0,0,1,1,0,1
soaresrefrigeracao.com,0,0,0,3,0,0,0,0,0,1,0,1,1
linktr.ee,0,0,1,1,0,0,0,0,0,0,0,0,1
angebote-d15b5db6a5f2.com,0,0,0,1,0,0,0,1,0,1,0,1,1
lloyduk-online.com,0,0,0,1,0,0,0,1,0,1,0,0,1
micup.eu,0,0,0,1,0,0,0,0,0,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,0,0,0,0,1
securetsb-deregister-unknowndevice.com,0,0,0,0,0,0,0,1,0,1,0,0,1
sieck-kuehlsysteme.de,0,0,1,4,0,0,0,1,0,1,1,1,1
betasus30.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
mailvalidate.weebly.com,0,0,0,0,0,0,0,0,0,1,0,1,1
buyelectronicsnyc.com,0,0,0,1,0,0,0,0,0,1,0,1,1
compliance-network.com,0,0,1,5,0,0,0,1,0,1,0,0,1
intesa-secury-online.com,0,0,0,0,0,0,0,1,0,1,0,0,1
authorisemyregistereddevice.com,0,0,0,1,0,0,0,0,0,1,0,0,1
78.143.96.35,0,0,1,3,0,0,0,0,0,1,0,0,1
gttpbftygbjjbahnvrnbeswter-dot-glossy-premise-306016.uk.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
rabofree.blogspot.com,0,0,0,2,0,0,1,0,1,1,1,1,1
xj4og.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
createchsoft.com,0,0,0,4,0,0,1,0,0,1,0,0,1
fbpjpgbavqqyfhioqijgpfqebi-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
test.arintek.ru,0,1,1,1,0,0,0,0,0,1,0,0,1
monthly-auth-billing-payment.com,0,0,0,0,0,0,1,1,0,1,0,0,1
bestfive.main.jp,0,0,0,0,0,0,0,0,0,1,1,1,1
secure-verify-new-payment.com,0,0,0,0,0,0,1,1,0,1,0,0,1
myeeyouree.com,0,0,0,0,0,0,0,0,0,1,0,0,1
bcparepare.beacukai.go.id,0,0,0,1,0,0,0,0,0,1,0,0,1
sites.google.com,0,0,0,2,0,0,0,0,0,1,0,0,1
webmial.calcplane.ga,0,1,1,1,0,0,0,0,0,1,1,1,1
receptfritt-cialis.com,0,0,1,5,0,0,0,1,0,1,0,1,1
colloidalsilverone.com,0,0,0,2,0,0,0,0,0,1,0,1,1
apesigam.com,0,0,0,1,0,0,0,0,0,1,0,0,1
ezapostille.com,0,0,1,4,0,0,0,0,0,1,0,0,1
royalmail-parcels-fees.com,0,0,1,1,0,0,0,1,0,1,0,0,1
greteldeblock.com,0,0,1,7,0,0,0,0,0,1,0,0,1
phx.chromeproxy.net,0,0,1,2,0,0,0,0,0,1,0,1,1
jstrieb.github.io,0,0,1,1,0,0,0,0,0,1,1,1,1
svkmmumbai-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,0,1,1
loydsbank.co.uk-gb-device.uk,0,0,0,1,0,0,0,1,0,1,0,0,1
elexusbettgiris4.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
confirmclpostingdetails.us,0,0,0,0,0,0,0,0,0,1,0,0,1
kbmovers.co.za,0,0,1,4,0,0,0,0,0,1,1,1,1
adnet8.com,0,0,1,2,0,0,0,0,0,1,0,1,1
xjupr.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
sparxinteriors.co.zw,0,0,0,2,0,0,0,0,0,1,1,1,1
clevercarrepairs.com,0,0,0,2,0,0,0,0,0,1,0,0,1
trynbyonknwfdinbmezvswrvor-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
2amaz2k3y3sygvtpcfsi3yodqe-adwhj77lcyoafdy-www-paypal-com.translate.goog,0,0,1,0,0,0,0,1,0,1,1,1,1
meinkonto-kontrol24.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1
lloydbank-support-new-devicepairing-gb.com,0,0,0,0,0,0,0,1,0,1,0,0,1
confirmations-19776497852312579649820773.tk,0,0,1,1,0,0,0,1,0,1,1,1,1
group-whatsapss.zzux.com,0,0,0,0,0,0,1,1,0,1,0,0,1
royalmail.co.uk-post.org,0,0,0,0,0,0,0,1,0,1,0,0,1
home-profiile-listing35242.com,0,0,1,1,0,0,0,1,0,1,0,0,1
royalmail-uk-parcel.com,0,0,1,1,0,0,0,1,0,1,0,0,1
kinstationery.com,0,1,1,2,0,0,0,0,0,1,0,0,1
2.136.95.251,0,0,0,4,0,0,0,0,0,1,0,0,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
birrasalentoshop.it,0,0,1,6,0,0,0,0,0,1,0,1,1
eamashoppigbill.org,0,0,0,2,0,0,0,0,0,1,0,1,1
adsgfhgjhkjjk.com,0,0,0,0,0,0,0,0,0,1,0,0,1
iksanthesharp.postown.net,0,0,1,4,0,0,0,0,0,1,0,0,1
brighant.com,0,0,0,1,0,0,1,0,0,1,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
eposcacb.com,0,0,0,0,0,0,0,0,0,1,0,0,1
codashopml-free5.hicam.net,0,0,0,2,0,0,0,1,0,1,0,0,1
206.189.85.218,0,0,1,1,0,0,0,0,0,1,1,1,1
mobilenoticedpayments.com,0,0,0,1,0,0,0,0,0,1,0,0,1
ruostgseanstrui704.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
bank-project.surge.sh,0,0,0,0,0,0,0,1,0,1,0,1,1
v.gd,0,0,0,1,0,0,1,0,0,0,1,1,1
e-donusum.vbt.com.tr,0,0,1,1,0,0,1,1,0,1,0,1,1
openoffice.com.pl,0,0,1,20,0,0,0,0,0,1,1,1,1
autosource.info,0,0,1,2,0,0,0,0,0,1,0,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,1
saagksa.com,0,0,0,0,0,0,0,0,0,1,0,0,1
universalflyt.dk,0,0,1,4,0,0,0,0,0,1,0,0,1
webmail.telephone-sfr.com,0,0,0,0,0,0,0,1,0,1,0,0,1
canal-nantes-brest.fr,0,0,0,3,0,0,0,1,0,1,0,1,1
amazon.co.jp.twq56.com,0,0,0,1,0,0,0,0,0,1,0,0,1
licensekeysfree.org,0,0,0,0,0,0,0,0,0,1,0,1,1
claro-controle-downloader.m4u.com.br,0,0,1,1,0,0,0,1,0,1,1,1,1
southerngospelweekend.com,0,0,1,3,0,0,0,0,0,1,0,0,1
sharefiles.app.link,0,0,0,1,0,0,0,0,0,1,0,0,1
littlefoots.ru:443,0,0,1,1,0,0,0,0,0,1,1,1,1
godeaug.org,0,0,1,3,0,0,0,0,0,1,0,1,1
updates-parcel.support,0,0,1,2,0,0,0,1,0,1,0,0,1
todayif.com,0,0,1,2,0,0,0,0,0,1,0,0,1
autolikesfree.net,0,0,0,0,0,0,0,0,0,1,0,0,1
rulesfb-hwt5skkk76.webport.ca,0,0,1,1,0,0,0,1,0,1,0,1,1
182.16.30.219,0,1,1,2,0,0,0,0,0,1,1,1,1
bbfunding-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
pastelink.net,0,0,0,1,0,0,0,0,0,0,0,0,1
appatualizecef.com,0,0,0,2,0,0,0,0,0,1,0,0,1
macwoman12.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
amazon-check-co-jp.h8r.top,0,0,0,0,0,0,0,1,0,1,0,0,1
lloydsbank.deregister-payee-secure-auth.com,0,0,1,1,0,0,0,1,0,1,0,0,1
onedrive.live.com,0,0,1,1,0,0,0,0,0,1,0,0,1
royalmail.co.uk-parcel.org,0,0,0,0,0,0,0,1,0,1,0,0,1
services.runescape.com-oc.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
accountsummaryhomemain0custoemrfwe89ew.000webhostapp.com,0,0,1,2,0,0,0,0,0,1,0,0,1
db-office365.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,0,1
5co.com,0,0,0,2,0,0,0,0,0,1,0,0,1
southerngospelweekend.com,0,0,1,3,0,0,0,0,0,1,0,0,1
secure225.servconfig.com,0,0,1,3,0,0,0,0,0,1,0,0,1
paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia,0,0,1,4,0,0,0,1,0,1,0,0,1
adm-do-admin-web.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,0,1
engenhariasolutions.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1
colombia-safe.com,0,0,1,1,0,0,0,1,0,1,0,1,1
caracasmateriais.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
svelte-kdy6dk.stackblitz.io,0,0,0,0,0,0,0,1,0,1,0,1,1
rulesfb-77gki17is9hhmju.webport.ca,0,0,1,1,0,0,0,1,0,1,0,1,1
verify-newdevicelogin.com,0,0,0,1,0,0,0,1,0,1,0,0,1
paypal-helping-21345123.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
getactive365.com,0,0,1,4,0,0,0,0,0,1,0,0,1
amazon-check-co-jp.f1b.top,0,0,0,0,0,0,0,1,0,1,0,0,1
hsgbndaloma.com,0,0,0,2,0,0,0,0,0,1,0,0,1
xjm7s.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
lqxgjrnsfgkapwlksxwwxpoesl-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
wp1.vatakah638.pkzyp.spectrum.myjino.ru,0,0,1,4,0,0,0,0,0,1,0,0,1
app.box.com,0,0,1,2,0,0,1,0,0,1,0,0,1
nineled.com,0,0,1,4,0,0,0,0,0,1,0,1,1
millenniaco-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
sen-manole.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1
coxcustomercare3.weebly.com,0,0,0,0,0,0,0,0,0,1,0,1,1
lloydsbank.protect-secure-prevent.com,0,0,0,0,0,0,1,1,0,1,0,0,1
heylink.me,0,0,0,1,0,0,0,0,0,0,0,0,1
cciottawa050-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
tinyurl.com,0,0,0,1,0,0,1,0,0,0,0,0,1
newlifeschooloftheology.com,0,0,1,3,0,0,0,0,0,1,0,1,1
chase.com.online-radius.com,0,0,1,2,0,0,0,1,0,1,0,1,1
promehedinti.ro,0,0,1,6,0,0,0,0,0,1,0,0,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,0,1,0,1,1
bloomb2b.com,0,0,1,3,0,0,0,0,0,1,0,0,1
chase.com.online-radius.com,0,0,0,0,0,0,0,1,0,1,0,1,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
betcupgiris1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
4pda.vip,0,0,0,0,0,0,0,0,0,1,1,1,1
sieck-kuehlsysteme.de,0,1,1,4,0,0,0,1,0,1,1,1,1
xj33w.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
baqala.me,0,0,0,2,0,0,0,0,0,1,0,0,1
mbaaustralia.top,0,0,0,1,0,0,0,0,0,1,0,0,1
receptfritt-cialis.com,0,0,1,5,0,0,0,1,0,1,0,1,1
secured-payee-deletion.com,0,0,0,0,0,0,0,1,0,1,0,0,1
proxima-net.com,0,0,0,2,0,0,1,1,0,1,0,0,1
terri2.gitlab.io,0,0,0,1,0,0,0,0,0,1,1,1,1
anniewright-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,0,1,1
card.krr.com.my,0,1,1,4,0,0,0,0,0,1,1,1,1
greatmusica.com,0,0,0,2,0,0,0,0,0,1,0,0,1
hostpoint-admin-panel52358.web65.s177.goserver.host,0,0,1,2,0,0,0,1,0,1,1,1,1
greteldeblock.com,0,0,1,7,0,0,0,0,0,1,0,0,1
rplg.co,0,0,0,1,0,0,0,0,0,1,0,1,1
gkjx168.com,0,0,0,1,0,0,0,0,0,1,0,1,1
keramikadecor.com.ua,0,0,1,3,0,0,0,0,0,1,1,1,1
cpanel10wh.bkk1.cloud.z.com,0,0,1,4,0,0,0,0,0,1,0,0,1
taijishentie.com,0,0,1,2,1,0,0,0,0,1,0,0,1
registroexonetcr.com,0,0,0,1,0,0,0,0,0,1,0,0,1
creativecombat.com,0,0,1,4,0,0,1,0,0,1,0,0,1
payee-new-device-confirmation.com,0,0,0,1,0,0,0,1,0,1,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
alert-payee-page.com,0,0,0,1,0,0,0,1,0,1,0,0,1
webmail.accenter.answerivecovid19.com,0,0,0,0,0,0,0,0,0,1,0,1,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,0,1,1,1
canal-nantes-brest.fr,0,0,0,3,0,0,0,1,0,1,0,1,1
kourabiika.eu,0,0,0,1,0,0,0,0,0,1,1,1,1
angebote-d15b5db6a5f2.com,0,0,0,2,0,0,0,1,0,1,0,1,1
deregister-unauthoriseddevice.com,0,0,0,0,0,0,0,1,0,1,0,0,1
wu7q5.app.link,0,0,0,0,0,0,0,0,0,1,0,0,1
nocontent-eqmzdzcl.velocityhub.com,0,0,1,1,0,0,0,1,0,1,0,1,1
angebote-d15b5db6a5f2.com,0,0,0,1,0,0,0,1,0,1,0,1,1
regiaocentrorsmg.websicredi.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1
nwsecurity-setdevice-icancel.com,0,0,0,0,0,0,0,1,0,1,0,0,1
iphonemedicalphotography.com,0,0,1,1,0,0,0,0,0,1,0,1,1
krakenrums.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
royalmailparcel-alert.com,0,0,1,1,0,0,1,1,0,1,0,0,1
j.mp,0,0,0,1,0,0,1,0,0,1,1,1,1
expire-o2-billingupdate.com,0,0,0,0,0,0,0,1,0,1,0,0,1
rulesfb-5eqchrmkukvi.webport.ca,0,0,1,1,0,0,0,1,0,1,0,1,1
denuihuongson.com.vn,0,0,0,1,0,0,0,0,0,1,1,1,1
awnacademy.net,0,0,1,3,0,0,0,0,0,1,0,0,1
cutt.us,0,0,0,1,0,0,1,0,0,0,0,0,1
u.to,0,0,0,1,0,0,1,0,0,0,1,1,1
de-sicherheitsabschlussprozess32765.xyz,0,0,1,1,0,0,0,1,0,1,0,1,1
alert-dev-hali.com,0,0,0,0,0,0,0,1,0,1,0,0,1
newsimdigital.com,0,0,1,2,0,0,0,0,0,1,0,1,1
ronigelo.blogspot.com,0,0,0,3,0,0,1,0,1,1,1,1,1
sites.google.com,0,0,0,3,0,0,0,0,0,1,0,0,1
karim-gawad.com,0,0,1,6,0,0,0,1,0,1,0,0,1
betasusgirisadresi.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
ebuddynews.com,0,0,0,2,0,0,0,0,0,1,0,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,0,0,0,1
email302.com,0,0,1,6,0,0,0,0,0,1,0,1,1
complaint-vk.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,0,1
moracantik.com,0,0,0,0,0,0,0,0,0,1,0,0,1
p3plvwcpnl448246.prod.phx3.secureserver.net,0,0,1,7,0,0,0,0,0,1,0,0,1
amcozon.co.ip.ryavexm.cn,0,0,0,0,0,0,0,0,0,1,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
royalmail.co.uk-delivered.org,0,0,0,0,0,0,0,1,0,1,0,0,1
hualish01.com,0,0,1,6,0,0,0,0,0,1,0,1,1
tanetsound.com,0,0,1,6,0,0,0,0,0,1,0,0,1
hitsem.com,0,0,1,1,0,0,0,0,0,1,0,1,1
prodection-ck377254698873154653459687526439.tk,0,0,1,1,0,0,0,1,0,1,1,1,1
sekabetgiriss1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
linkwhatsappnotnot.wajoin-grup-youtuber.tk,0,0,1,1,0,0,0,1,0,1,1,1,1
fdyf5.app.link,0,0,0,1,0,0,0,0,0,1,0,0,1
washpucks.com,0,0,0,2,0,0,0,0,0,1,0,1,1
sites.google.com,0,0,0,2,0,0,0,0,0,1,0,0,1
vod.reliableiptv.com,0,0,1,4,0,0,0,0,0,1,0,0,1
charalabosdiamandis-plus.cloudaccess.host,0,0,1,3,0,0,0,1,0,1,1,1,1
facebook.hrbureaugh.com,0,0,0,0,0,0,0,0,0,1,0,0,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,0,1
viettel-com-dot-c2c01-531c7.uc.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1
51jianli.cn,0,0,0,1,0,0,0,0,0,1,0,0,1
97cebc60b732.storage.googleapis.com,0,0,1,1,0,0,0,0,1,1,1,1,1
heppler.ch.net2care.com,0,0,1,3,1,0,0,0,0,1,0,1,1
appleid.locationinfo.ru,0,0,0,0,0,0,0,0,0,1,0,1,1
drysolutionstampa.com,0,0,1,5,0,0,0,0,0,1,0,0,1
demiapayne.cf,0,0,0,2,0,0,0,0,0,1,1,1,1
dkptblzubazgvjptuoznvzyofu-dot-gle39404049.rj.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1
royalmail.reschedule-parcel-date.com,0,0,0,0,0,0,0,1,0,1,0,0,1
nabagejec1893.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
testdmn.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,0,1
bit.do,0,0,0,1,0,0,1,0,0,0,0,0,1
205.204.101.13,0,0,0,0,0,0,0,0,0,1,1,1,1
sites.google.com,0,0,1,2,0,0,0,0,0,1,0,0,1
easternts.com,0,0,0,1,0,0,0,0,0,1,0,0,1
lloydsbank.online-auth-verify-secure.com,0,0,1,1,0,0,0,1,0,1,0,0,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,0,1,0,0,1
playeventfreefire.pytq22.gq,0,0,0,2,0,0,0,0,0,1,1,1,1
182.16.26.234,0,1,1,2,0,0,0,0,0,1,1,1,1
operacionmultired1bn-web.com,0,0,0,0,0,0,0,1,0,1,0,0,1
chase.com.online-radius.com,0,0,1,2,0,0,0,1,0,1,0,1,1
frankdiekman.com,0,0,1,5,0,0,0,0,0,1,0,1,1
secure.runescape.com-vc.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
leiaaesthetic.com,0,1,1,1,0,0,0,0,0,1,0,1,1
halifax.deviceverificationalert.com,0,0,0,0,0,0,1,0,0,1,0,0,1
olfarm.com.ua,0,0,1,5,0,0,0,0,0,1,1,1,1
ijobs.vn,0,0,0,2,0,0,0,0,0,1,1,1,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
rb.gy,0,0,0,1,0,0,0,0,0,1,0,0,1
lloydbanking-onlineaccess.com,0,0,0,0,0,0,0,1,0,1,0,0,1
fr.imsly.com,0,0,1,2,0,0,0,0,0,1,0,0,1
wellingtoncloud-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,1
jagex.nu,0,0,0,0,0,0,0,0,0,1,0,1,1
amidabuli.com,0,0,0,0,0,0,0,0,0,1,0,1,1
canal-nantes-brest.fr,0,0,0,3,0,0,0,1,0,1,0,1,1
receptfritt-cialis.com,0,0,1,5,0,0,0,1,0,1,0,1,1
emaillogin.moonfruit.com,0,0,0,0,0,0,1,0,0,1,0,1,1
main.ddvwj32jq95fa.amplifyapp.com,0,1,1,1,0,0,0,0,0,1,0,1,1
main.ddvwj32jq95fa.amplifyapp.com,0,1,1,1,0,0,0,0,0,1,0,1,1
services.runescape.com-vzla.ru,0,0,1,2,0,0,0,1,0,1,0,0,1
imxprs.com,0,0,1,3,0,0,0,0,0,1,0,1,1
onedrive.live.com,0,0,1,1,0,0,0,0,0,1,0,0,1
gigglingmaesteres.com,0,0,0,1,0,0,0,0,0,1,0,1,1
gabona-ca.000webhostapp.com,0,0,1,6,0,0,0,1,0,1,0,0,1
045b66e.wcomhost.com,0,0,1,5,0,0,1,0,0,1,0,0,1
denizsikicekhd.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,0,1
myvodaphone-secure-update.com,0,0,0,1,0,0,0,1,0,1,0,0,1
royalmail-package.net,0,0,1,1,0,0,0,1,0,1,0,0,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,0,1,1
xj33w.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
vk.cc,0,0,0,1,0,0,0,0,0,1,0,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,0,0,1
lloydsplc-authorisation.com,0,0,0,0,0,0,0,1,0,1,0,0,1
ts.hust.edu.vn,0,0,1,12,0,0,0,0,0,1,1,1,1
ig-securityabout.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,0,1
xjupu.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
myetherwallet.vip,0,0,0,0,0,0,0,0,0,1,1,1,1
auto24.email,0,0,0,2,0,0,0,0,0,1,0,1,1
royalmail.login.details-delivery-confirmation.com,0,0,1,1,0,0,0,1,0,1,0,0,1
ht.ly,0,0,0,1,0,0,0,0,0,1,0,1,1
app.box.com,0,0,1,2,0,0,1,0,0,1,0,0,1
cg00737-wordpress-2.tw1.ru,0,0,1,4,0,0,0,1,0,1,0,1,1
outlookwebappinfo.moonfruit.com,0,0,0,0,0,0,1,0,0,1,0,1,1
officested.com,0,0,1,2,0,0,0,0,0,1,0,1,1
lloydsbank.personal-secure-account.com,0,0,1,1,0,0,1,1,0,1,0,0,1
secure-loginpending-help.com,0,0,0,0,0,0,0,1,0,1,0,0,1
5b0f6cb9-0485-4fc7-9775-eb74bb45bbf6.htmlcomponentservice.com,0,0,1,1,0,0,0,1,0,1,0,0,1
t.co,0,0,0,1,0,0,1,0,0,0,0,1,1
slotsno.com,0,0,1,2,0,0,0,0,0,1,0,1,1
onlinebanking-managepayee.com,0,0,0,1,0,0,0,1,0,1,0,0,1
financiallifecoaching.builderallwp.com,0,0,1,3,0,0,0,0,0,1,0,1,1
royalmail-secureparcel.com,0,0,1,1,0,0,0,1,0,1,0,0,1
content43532522.texservis.su,0,0,1,1,0,0,0,0,0,1,0,0,1
talkingdogsmobile.com,0,0,0,2,0,0,0,0,0,1,0,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,0,1
kutt.it,0,0,0,1,0,0,0,0,0,1,0,0,1
marjonhomes.com,0,0,1,5,0,0,0,0,0,1,0,0,1
prestige-art.ehost.tj,0,0,0,1,0,0,0,1,0,1,1,1,1
182.16.26.235,0,1,1,2,0,0,0,0,0,1,1,1,1
ilovemymess.com,0,0,0,2,0,0,0,0,0,1,0,1,1
samducksports.com,0,0,1,4,0,0,0,0,0,1,0,0,1
vocal-fixe5.yolasite.com,0,0,0,0,0,0,0,1,1,1,1,1,1
rabofree.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1
royalmail-pay-parcelfee.com,0,0,1,1,0,0,0,1,0,1,0,0,1
lqg8u8.webwave.dev,0,0,0,0,0,0,0,0,0,1,0,0,1
main.ddvwj32jq95fa.amplifyapp.com,0,1,1,1,0,0,0,0,0,1,0,1,1
asiiadinova.goosecreektradingpost.com,0,0,0,1,0,0,1,0,0,1,0,0,1
paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia,0,0,1,5,0,0,0,1,0,1,0,0,1
